x Vial present ( - put aside),Combined with other samples, Foil ID , Site , Date Collected , Species , Individ , Height/ Length/ Carapace width , Width/ Dactyl length , Aperture diameter , Wet weight w/ Shell , Shell weight , Tissue w/ operc weight/ Plates w/ mantle , Operculum/ Mantle weight , Wet sample weight , Oven Start Date & Time  , Time spent in Freezer (days) , Oven End Date & Time , Time spent in Oven (days) , Notes 
-,,1521,Tauranga Head,7/24/2005,Chamaesipho brunnea,8,15.4,7.4,8.2,0.947,0.742,*,*,*,8/9/2005 16:35,,8/16/2005 13:00,,
-,,1518,Tauranga Head,7/24/2005,Chamaesipho brunnea,9,13.4,6.1,6.0,0.504,0.384,*,*,*,8/9/2005 16:35,,8/16/2005 13:00,,
-,,1607,Tauranga Head,7/24/2005,Chamaesipho brunnea,10,12.3,4.0,6.3,0.409,0.313,*,*,*,8/9/2005 16:35,,8/16/2005 13:00,,
x,Chcol1,1483,Tauranga Head,7/24/2005,Chamaesipho columna,1,*,*,3.0,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,,
x,Chcol4,1486,Tauranga Head,7/24/2005,Chamaesipho columna,2,*,*,3.0,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,,
x,Chcol4,1485,Tauranga Head,7/24/2005,Chamaesipho columna,3,*,*,4.4,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,,pink gonads?  (included with sample) present in many (most)
x,Chcol1,1481,Tauranga Head,7/24/2005,Chamaesipho columna,4,4.6,2.0,2.6,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,,
x,Chcol1,1475,Tauranga Head,7/24/2005,Chamaesipho columna,5,*,*,3.1,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,,
x,Chcol1,1474,Tauranga Head,7/24/2005,Chamaesipho columna,6,*,*,2.6,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
-,Chcol6,1639,Tauranga Head,7/24/2005,Chamaesipho columna,7,*,*,2.9,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol4,1498,Tauranga Head,7/24/2005,Chamaesipho columna,8,*,*,2.4,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol1,1467,Tauranga Head,7/24/2005,Chamaesipho columna,9,*,*,3.1,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol3,1466,Tauranga Head,7/24/2005,Chamaesipho columna,10,*,*,2.9,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol3,1465,Tauranga Head,7/24/2005,Chamaesipho columna,11,*,*,3.1,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol3,1464,Tauranga Head,7/24/2005,Chamaesipho columna,12,*,*,2.5,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol3,1463,Tauranga Head,7/24/2005,Chamaesipho columna,13,*,*,3.0,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol3,1462,Tauranga Head,7/24/2005,Chamaesipho columna,14,*,*,2.5,*,*,*,*,*,8/9/2005 20:00,,8/16/2005 13:00,
x,Chcol2,1461,Tauranga Head,7/24/2005,Chamaesipho columna,15,*,*,3.1,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
