DS1921:  6434C000018A0F21
Download at: 6/17/2005 3:45:02 PM

Mission State
-------------
Mission is in progress
Sample rate: 60 minute(s)
Roll-Over Enabled: no
Roll-Over Occured: n/a
Mission Start time:  05/30/2005  10:01 
Mission Start delay: 0 minute(s)
Mission Samples: 438
Device total samples: 49459
Temperatures displayed in: (Celsius)
High Threshold: 30.0°C
Low Threshold: 0.0°C
Temperature threshold alarm state: Conditional(none)  Alarm(none)
Current Real-Time Clock from DS1921: Friday  06/17/2005  15:45:41 
Current PC Time: Friday  06/17/2005  15:45:12 
Time Alarm mode: Alarm weekly
Alarm Time: Sunday 00:00:00
Alarm Time state: Conditional(yes)  Alarm(yes)

Temperature Alarms
------------------
Format: [(HIGH/LOW), Time/Date range]
 05/31/2005  15:01 , 20.0°C
 05/31/2005  16:01 , 20.0°C
 05/31/2005  17:01 , 20.0°C
 05/31/2005  18:01 , 20.0°C
 05/31/2005  19:01 , 20.5°C
 05/31/2005  20:01 , 20.5°C
 05/31/2005  21:01 , 20.0°C
 05/31/2005  22:01 , 19.5°C
 05/31/2005  23:01 , 19.5°C
 06/01/2005  00:01 , 19.0°C
 06/01/2005  01:01 , 19.0°C
 06/01/2005  02:01 , 18.5°C
 06/01/2005  03:01 , 18.5°C
 06/01/2005  04:01 , 18.5°C
 06/01/2005  05:01 , 18.5°C
 06/01/2005  06:01 , 18.5°C
 06/01/2005  07:01 , 18.0°C
 06/01/2005  08:01 , 18.0°C
 06/01/2005  09:01 , 18.0°C
 06/01/2005  10:01 , 18.5°C
 06/01/2005  11:01 , 19.5°C
 06/01/2005  12:01 , 20.0°C
 06/01/2005  13:01 , 20.5°C
 06/01/2005  14:01 , 21.0°C
 06/01/2005  15:01 , 21.5°C
 06/01/2005  16:01 , 22.0°C
 06/01/2005  17:01 , 22.0°C
 06/01/2005  18:01 , 22.0°C
 06/01/2005  19:01 , 22.0°C
 06/01/2005  20:01 , 22.0°C
 06/01/2005  21:01 , 22.0°C
 06/01/2005  22:01 , 21.5°C
 06/01/2005  23:01 , 21.0°C
 06/02/2005  00:01 , 21.0°C
 06/02/2005  01:01 , 20.5°C
 06/02/2005  02:01 , 20.5°C
 06/02/2005  03:01 , 20.5°C
 06/02/2005  04:01 , 20.0°C
 06/02/2005  05:01 , 20.0°C
 06/02/2005  06:01 , 20.0°C
 06/02/2005  07:01 , 20.0°C
 06/02/2005  08:01 , 20.0°C
 06/02/2005  09:01 , 20.0°C
 06/02/2005  10:01 , 20.5°C
 06/02/2005  11:01 , 21.0°C
 06/02/2005  12:01 , 20.5°C
 06/02/2005  13:01 , 21.0°C
 06/02/2005  14:01 , 21.0°C
 06/02/2005  15:01 , 21.0°C
 06/02/2005  16:01 , 21.5°C
 06/02/2005  17:01 , 21.5°C
 06/02/2005  18:01 , 21.0°C
 06/02/2005  19:01 , 21.0°C
 06/02/2005  20:01 , 21.0°C
 06/02/2005  21:01 , 21.0°C
 06/02/2005  22:01 , 20.5°C
 06/02/2005  23:01 , 20.5°C
 06/03/2005  00:01 , 20.0°C
 06/03/2005  01:01 , 20.0°C
 06/03/2005  02:01 , 20.0°C
 06/03/2005  03:01 , 20.0°C
 06/03/2005  04:01 , 19.5°C
 06/03/2005  05:01 , 19.5°C
 06/03/2005  06:01 , 19.5°C
 06/03/2005  07:01 , 19.5°C
 06/03/2005  08:01 , 19.5°C
 06/03/2005  09:01 , 19.5°C
 06/03/2005  10:01 , 20.0°C
 06/03/2005  11:01 , 20.0°C
 06/03/2005  12:01 , 20.5°C
 06/03/2005  13:01 , 20.5°C
 06/03/2005  14:01 , 20.5°C
 06/03/2005  15:01 , 21.0°C
 06/03/2005  16:01 , 21.0°C
 06/03/2005  17:01 , 21.0°C
 06/03/2005  18:01 , 21.0°C
 06/03/2005  19:01 , 21.0°C
 06/03/2005  20:01 , 21.0°C
 06/03/2005  21:01 , 21.0°C
 06/03/2005  22:01 , 20.5°C
 06/03/2005  23:01 , 20.0°C
 06/04/2005  00:01 , 20.0°C
 06/04/2005  01:01 , 19.5°C
 06/04/2005  02:01 , 19.5°C
 06/04/2005  03:01 , 19.5°C
 06/04/2005  04:01 , 19.5°C
 06/04/2005  05:01 , 19.5°C
 06/04/2005  06:01 , 19.5°C
 06/04/2005  07:01 , 19.5°C
 06/04/2005  08:01 , 19.5°C
 06/04/2005  09:01 , 19.5°C
 06/04/2005  10:01 , 20.0°C
 06/04/2005  11:01 , 20.0°C
 06/04/2005  12:01 , 20.5°C
 06/04/2005  13:01 , 20.5°C
 06/04/2005  14:01 , 21.0°C
 06/04/2005  15:01 , 21.0°C
 06/04/2005  16:01 , 21.0°C
 06/04/2005  17:01 , 21.0°C
 06/04/2005  18:01 , 21.0°C
 06/04/2005  19:01 , 21.0°C
 06/04/2005  20:01 , 21.0°C
 06/04/2005  21:01 , 21.0°C
 06/04/2005  22:01 , 20.5°C
 06/04/2005  23:01 , 20.5°C
 06/05/2005  00:01 , 20.0°C
 06/05/2005  01:01 , 20.0°C
 06/05/2005  02:01 , 20.0°C
 06/05/2005  03:01 , 19.5°C
 06/05/2005  04:01 , 19.5°C
 06/05/2005  05:01 , 19.5°C
 06/05/2005  06:01 , 19.5°C
 06/05/2005  07:01 , 19.5°C
 06/05/2005  08:01 , 19.5°C
 06/05/2005  09:01 , 19.5°C
 06/05/2005  10:01 , 20.0°C
 06/05/2005  11:01 , 20.5°C
 06/05/2005  12:01 , 20.5°C
 06/05/2005  13:01 , 21.0°C
 06/05/2005  14:01 , 20.5°C
 06/05/2005  15:01 , 20.5°C
 06/05/2005  16:01 , 20.5°C
 06/05/2005  17:01 , 19.0°C
 06/05/2005  18:01 , 19.0°C
 06/05/2005  19:01 , 19.5°C
 06/05/2005  20:01 , 19.5°C
 06/05/2005  21:01 , 19.5°C
 06/05/2005  22:01 , 19.5°C
 06/05/2005  23:01 , 19.5°C
 06/06/2005  00:01 , 20.0°C
 06/06/2005  01:01 , 20.0°C
 06/06/2005  02:01 , 20.0°C
 06/06/2005  03:01 , 20.0°C
 06/06/2005  04:01 , 20.0°C
 06/06/2005  05:01 , 20.0°C
 06/06/2005  06:01 , 20.0°C
 06/06/2005  07:01 , 20.0°C
 06/06/2005  08:01 , 20.0°C
 06/06/2005  09:01 , 20.0°C
 06/06/2005  10:01 , 20.0°C
 06/06/2005  11:01 , 20.0°C
 06/06/2005  12:01 , 20.0°C
 06/06/2005  13:01 , 20.0°C
 06/06/2005  14:01 , 20.0°C
 06/06/2005  15:01 , 20.0°C
 06/06/2005  16:01 , 20.0°C
 06/06/2005  17:01 , 20.0°C
 06/06/2005  18:01 , 20.5°C
 06/06/2005  19:01 , 20.5°C
 06/06/2005  20:01 , 20.0°C
 06/06/2005  21:01 , 20.0°C
 06/06/2005  22:01 , 20.0°C
 06/06/2005  23:01 , 20.0°C
 06/07/2005  00:01 , 19.5°C
 06/07/2005  01:01 , 19.5°C
 06/07/2005  02:01 , 19.5°C
 06/07/2005  03:01 , 19.5°C
 06/07/2005  04:01 , 19.5°C
 06/07/2005  05:01 , 19.0°C
 06/07/2005  06:01 , 19.0°C
 06/07/2005  07:01 , 19.0°C
 06/07/2005  08:01 , 19.0°C
 06/07/2005  09:01 , 19.5°C
 06/07/2005  10:01 , 20.0°C
 06/07/2005  11:01 , 20.0°C
 06/07/2005  12:01 , 20.0°C
 06/07/2005  13:01 , 20.0°C
 06/07/2005  14:01 , 20.0°C
 06/07/2005  15:01 , 20.0°C
 06/07/2005  16:01 , 20.0°C
 06/07/2005  17:01 , 20.0°C
 06/07/2005  18:01 , 20.0°C
 06/07/2005  19:01 , 20.0°C
 06/07/2005  20:01 , 20.0°C
 06/07/2005  21:01 , 20.0°C
 06/07/2005  22:01 , 20.0°C
 06/07/2005  23:01 , 20.0°C
 06/08/2005  00:01 , 20.0°C
 06/08/2005  01:01 , 20.0°C
 06/08/2005  02:01 , 20.0°C
 06/08/2005  03:01 , 20.0°C
 06/08/2005  04:01 , 20.0°C
 06/08/2005  05:01 , 20.0°C
 06/08/2005  06:01 , 20.0°C
 06/08/2005  07:01 , 20.0°C
 06/08/2005  08:01 , 20.0°C
 06/08/2005  09:01 , 20.0°C
 06/08/2005  10:01 , 20.0°C
 06/08/2005  11:01 , 20.0°C
 06/08/2005  12:01 , 20.5°C
 06/08/2005  13:01 , 20.5°C
 06/08/2005  14:01 , 20.5°C
 06/08/2005  15:01 , 20.0°C
 06/08/2005  16:01 , 20.5°C
 06/08/2005  17:01 , 20.5°C
 06/08/2005  18:01 , 20.5°C
 06/08/2005  19:01 , 20.5°C
 06/08/2005  20:01 , 20.5°C
 06/08/2005  21:01 , 20.0°C
 06/08/2005  22:01 , 20.0°C
 06/08/2005  23:01 , 20.0°C
 06/09/2005  00:01 , 20.0°C
 06/09/2005  01:01 , 19.5°C
 06/09/2005  02:01 , 19.5°C
 06/09/2005  03:01 , 19.5°C
 06/09/2005  04:01 , 19.5°C
 06/09/2005  05:01 , 19.5°C
 06/09/2005  06:01 , 19.5°C
 06/09/2005  07:01 , 19.0°C
 06/09/2005  08:01 , 19.0°C
 06/09/2005  09:01 , 19.5°C
 06/09/2005  10:01 , 20.0°C
 06/09/2005  11:01 , 27.5°C
 06/09/2005  12:01 , 20.0°C
 06/09/2005  13:01 , 20.0°C
 06/09/2005  14:01 , 20.0°C
 06/09/2005  15:01 , 20.5°C
 06/09/2005  16:01 , 20.5°C
 06/09/2005  17:01 , 20.0°C
 06/09/2005  18:01 , 20.0°C
 06/09/2005  19:01 , 20.5°C
 06/09/2005  20:01 , 20.5°C
 06/09/2005  21:01 , 20.5°C
 06/09/2005  22:01 , 20.0°C
 06/09/2005  23:01 , 20.0°C
 06/10/2005  00:01 , 19.5°C
 06/10/2005  01:01 , 19.5°C
 06/10/2005  02:01 , 19.5°C
 06/10/2005  03:01 , 19.5°C
 06/10/2005  04:01 , 19.5°C
 06/10/2005  05:01 , 19.5°C
 06/10/2005  06:01 , 19.5°C
 06/10/2005  07:01 , 19.5°C
 06/10/2005  08:01 , 19.5°C
 06/10/2005  09:01 , 19.5°C
 06/10/2005  10:01 , 20.0°C
 06/10/2005  11:01 , 20.0°C
 06/10/2005  12:01 , 20.0°C
 06/10/2005  13:01 , 20.0°C
 06/10/2005  14:01 , 20.0°C
 06/10/2005  15:01 , 20.0°C
 06/10/2005  16:01 , 20.5°C
 06/10/2005  17:01 , 20.5°C
 06/10/2005  18:01 , 20.5°C
 06/10/2005  19:01 , 20.5°C
 06/10/2005  20:01 , 20.5°C
 06/10/2005  21:01 , 20.5°C
 06/10/2005  22:01 , 20.5°C
 06/10/2005  23:01 , 20.0°C
 06/11/2005  00:01 , 20.0°C
 06/11/2005  01:01 , 20.0°C
 06/11/2005  02:01 , 20.0°C
 06/11/2005  03:01 , 20.0°C
 06/11/2005  04:01 , 20.0°C
 06/11/2005  05:01 , 20.0°C
 06/11/2005  06:01 , 20.0°C
 06/11/2005  07:01 , 20.0°C
 06/11/2005  08:01 , 20.0°C
 06/11/2005  09:01 , 20.0°C
 06/11/2005  10:01 , 20.5°C
 06/11/2005  11:01 , 20.5°C
 06/11/2005  12:01 , 20.5°C
 06/11/2005  13:01 , 20.5°C
 06/11/2005  14:01 , 20.0°C
 06/11/2005  15:01 , 20.0°C
 06/11/2005  16:01 , 20.0°C
 06/11/2005  17:01 , 20.0°C
 06/11/2005  18:01 , 20.5°C
 06/11/2005  19:01 , 20.5°C
 06/11/2005  20:01 , 20.5°C
 06/11/2005  21:01 , 20.0°C
 06/11/2005  22:01 , 20.0°C
 06/11/2005  23:01 , 20.0°C
 06/12/2005  00:01 , 20.0°C
 06/12/2005  01:01 , 20.0°C
 06/12/2005  02:01 , 20.0°C
 06/12/2005  03:01 , 20.0°C
 06/12/2005  04:01 , 20.0°C
 06/12/2005  05:01 , 20.0°C
 06/12/2005  06:01 , 20.0°C
 06/12/2005  07:01 , 20.0°C
 06/12/2005  08:01 , 20.0°C
 06/12/2005  09:01 , 20.0°C
 06/12/2005  10:01 , 20.0°C
 06/12/2005  11:01 , 20.5°C
 06/12/2005  12:01 , 20.5°C
 06/12/2005  13:01 , 20.5°C
 06/12/2005  14:01 , 20.5°C
 06/12/2005  15:01 , 20.5°C
 06/12/2005  16:01 , 20.5°C
 06/12/2005  17:01 , 20.5°C
 06/12/2005  18:01 , 20.5°C
 06/12/2005  19:01 , 20.5°C
 06/12/2005  20:01 , 20.5°C
 06/12/2005  21:01 , 20.0°C
 06/12/2005  22:01 , 20.0°C
 06/12/2005  23:01 , 20.0°C
 06/13/2005  00:01 , 20.0°C
 06/13/2005  01:01 , 20.0°C
 06/13/2005  02:01 , 20.0°C
 06/13/2005  03:01 , 20.0°C
 06/13/2005  04:01 , 20.0°C
 06/13/2005  05:01 , 20.0°C
 06/13/2005  06:01 , 20.0°C
 06/13/2005  07:01 , 20.0°C
 06/13/2005  08:01 , 20.0°C
 06/13/2005  09:01 , 20.0°C
 06/13/2005  10:01 , 20.0°C
 06/13/2005  11:01 , 20.5°C
 06/13/2005  12:01 , 20.5°C
 06/13/2005  13:01 , 20.5°C
 06/13/2005  14:01 , 20.5°C
 06/13/2005  15:01 , 20.5°C
 06/13/2005  16:01 , 20.5°C
 06/13/2005  17:01 , 20.5°C
 06/13/2005  18:01 , 20.5°C
 06/13/2005  19:01 , 20.5°C
 06/13/2005  20:01 , 20.5°C
 06/13/2005  21:01 , 20.0°C
 06/13/2005  22:01 , 20.0°C
 06/13/2005  23:01 , 20.0°C
 06/14/2005  00:01 , 20.0°C
 06/14/2005  01:01 , 20.0°C
 06/14/2005  02:01 , 20.0°C
 06/14/2005  03:01 , 20.0°C
 06/14/2005  04:01 , 20.0°C
 06/14/2005  05:01 , 20.0°C
 06/14/2005  06:01 , 20.0°C
 06/14/2005  07:01 , 19.5°C
 06/14/2005  08:01 , 19.5°C
 06/14/2005  09:01 , 20.0°C
 06/14/2005  10:01 , 20.0°C
 06/14/2005  11:01 , 20.5°C
 06/14/2005  12:01 , 20.5°C
 06/14/2005  13:01 , 20.5°C
 06/14/2005  14:01 , 20.5°C
 06/14/2005  15:01 , 20.0°C
 06/14/2005  16:01 , 20.5°C
 06/14/2005  17:01 , 20.5°C
 06/14/2005  18:01 , 20.5°C
 06/14/2005  19:01 , 20.5°C
 06/14/2005  20:01 , 20.5°C
 06/14/2005  21:01 , 20.5°C
 06/14/2005  22:01 , 20.5°C
 06/14/2005  23:01 , 20.5°C
 06/15/2005  00:01 , 20.5°C
 06/15/2005  01:01 , 20.5°C
 06/15/2005  02:01 , 20.5°C
 06/15/2005  03:01 , 20.5°C
 06/15/2005  04:01 , 20.5°C
 06/15/2005  05:01 , 20.5°C
 06/15/2005  06:01 , 20.5°C
 06/15/2005  07:01 , 20.5°C
 06/15/2005  08:01 , 20.5°C
 06/15/2005  09:01 , 20.5°C
 06/15/2005  10:01 , 20.0°C
 06/15/2005  11:01 , 20.0°C
 06/15/2005  12:01 , 20.0°C
 06/15/2005  13:01 , 20.0°C
 06/15/2005  14:01 , 20.0°C
 06/15/2005  15:01 , 20.0°C
 06/15/2005  16:01 , 20.0°C
 06/15/2005  17:01 , 20.5°C
 06/15/2005  18:01 , 20.0°C
 06/15/2005  19:01 , 20.0°C
 06/15/2005  20:01 , 20.5°C
 06/15/2005  21:01 , 20.0°C
 06/15/2005  22:01 , 20.0°C
 06/15/2005  23:01 , 20.0°C
 06/16/2005  00:01 , 20.0°C
 06/16/2005  01:01 , 20.0°C
 06/16/2005  02:01 , 20.0°C
 06/16/2005  03:01 , 20.0°C
 06/16/2005  04:01 , 20.0°C
 06/16/2005  05:01 , 20.0°C
 06/16/2005  06:01 , 20.0°C
 06/16/2005  07:01 , 20.0°C
 06/16/2005  08:01 , 20.0°C
 06/16/2005  09:01 , 20.0°C
 06/16/2005  10:01 , 20.0°C
 06/16/2005  11:01 , 20.0°C
 06/16/2005  12:01 , 20.0°C
 06/16/2005  13:01 , 20.0°C
 06/16/2005  14:01 , 20.0°C
 06/16/2005  15:01 , 20.0°C
 06/16/2005  16:01 , 20.0°C
 06/16/2005  17:01 , 20.0°C
 06/16/2005  18:01 , 20.0°C
 06/16/2005  19:01 , 20.0°C
 06/16/2005  20:01 , 20.0°C
 06/16/2005  21:01 , 20.0°C
 06/16/2005  22:01 , 19.5°C
 06/16/2005  23:01 , 19.5°C
 06/17/2005  00:01 , 19.5°C
 06/17/2005  01:01 , 19.0°C
 06/17/2005  02:01 , 19.0°C
 06/17/2005  03:01 , 19.0°C
 06/17/2005  04:01 , 19.0°C
 06/17/2005  05:01 , 19.0°C
 06/17/2005  06:01 , 18.5°C
 06/17/2005  07:01 , 18.5°C
 06/17/2005  08:01 , 18.5°C
 06/17/2005  09:01 , 18.5°C
 06/17/2005  10:01 , 19.0°C
 06/17/2005  11:01 , 19.0°C
 06/17/2005  12:01 , 19.5°C
 06/17/2005  13:01 , 19.5°C
 06/17/2005  14:01 , 22.0°C
 06/17/2005  15:01 , 29.5°C

Debug Dump (optional)
---------------------
Register Page:
41 45 15 06 17 86 05 00 00 00 01 50 8C 3C 01 00 
00 8B 00 00 A1 01 10 30 05 05 B6 01 00 33 C1 00 
Alarms:
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Histogram:
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 05 00 72 00 36 01 07 00 
00 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Log:
74 75 75 75 75 74 75 75 75 75 76 76 75 75 74 74 
74 74 74 73 73 73 73 73 74 75 76 77 77 78 78 78 
78 79 79 78 77 77 76 76 75 75 75 75 75 74 74 74 
75 77 78 79 7A 7B 7C 7C 7C 7C 7C 7C 7B 7A 7A 79 
79 79 78 78 78 78 78 78 79 7A 79 7A 7A 7A 7B 7B 
7A 7A 7A 7A 79 79 78 78 78 78 77 77 77 77 77 77 
78 78 79 79 79 7A 7A 7A 7A 7A 7A 7A 79 78 78 77 
77 77 77 77 77 77 77 77 78 78 79 79 7A 7A 7A 7A 
7A 7A 7A 7A 79 79 78 78 78 77 77 77 77 77 77 77 
78 79 79 7A 79 79 79 76 76 77 77 77 77 77 78 78 
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 
79 79 78 78 78 78 77 77 77 77 77 76 76 76 76 77 
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 
78 78 78 78 78 78 78 78 78 78 79 79 79 78 79 79 
79 79 79 78 78 78 78 77 77 77 77 77 77 76 76 77 
78 87 78 78 78 79 79 78 78 79 79 79 78 78 77 77 
77 77 77 77 77 77 77 77 78 78 78 78 78 78 79 79 
79 79 79 79 79 78 78 78 78 78 78 78 78 78 78 78 
79 79 79 79 78 78 78 78 79 79 79 78 78 78 78 78 
78 78 78 78 78 78 78 78 78 79 79 79 79 79 79 79 
79 79 79 78 78 78 78 78 78 78 78 78 78 78 78 78 
78 79 79 79 79 79 79 79 79 79 79 78 78 78 78 78 
78 78 78 78 78 77 77 78 78 79 79 79 79 78 79 79 
79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 
78 78 78 78 78 78 78 79 78 78 79 78 78 78 78 78 
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 
78 78 78 78 77 77 77 76 76 76 76 76 75 75 75 75 
76 76 77 77 7C 8B 
