DS1921:  C634C00004870521
Download at: 8/4/2006 2:59:29 PM

Mission State
-------------
Mission is in progress
Sample rate: 30 minute(s)
Roll-Over Enabled: no
Roll-Over Occured: n/a
Mission Start time:  07/19/2006  14:16 
Mission Start delay: 0 minute(s)
Mission Samples: 770
Device total samples: 7818
Temperatures displayed in: (Celsius)
High Threshold: 85.0°C
Low Threshold: 0.0°C
Temperature threshold alarm state: Conditional(none)  Alarm(none)
Current Real-Time Clock from DS1921: Friday  08/04/2006  15:00:53 
Current PC Time: Friday  08/04/2006  15:00:24 
Time Alarm mode: Alarm weekly
Alarm Time: Sunday 00:00:00
Alarm Time state: Conditional(yes)  Alarm(yes)

Temperature Alarms
------------------
Format: [(HIGH/LOW), Time/Date range]
 07/20/2006  04:46 , 13.5°C
 07/20/2006  05:16 , 13.5°C
 07/20/2006  05:46 , 13.5°C
 07/20/2006  06:16 , 13.5°C
 07/20/2006  06:46 , 13.5°C
 07/20/2006  07:16 , 13.5°C
 07/20/2006  07:46 , 13.5°C
 07/20/2006  08:16 , 13.5°C
 07/20/2006  08:46 , 13.5°C
 07/20/2006  09:16 , 13.5°C
 07/20/2006  09:46 , 13.5°C
 07/20/2006  10:16 , 13.5°C
 07/20/2006  10:46 , 14.0°C
 07/20/2006  11:16 , 14.0°C
 07/20/2006  11:46 , 14.0°C
 07/20/2006  12:16 , 14.0°C
 07/20/2006  12:46 , 14.0°C
 07/20/2006  13:16 , 14.0°C
 07/20/2006  13:46 , 14.5°C
 07/20/2006  14:16 , 14.5°C
 07/20/2006  14:46 , 14.5°C
 07/20/2006  15:16 , 14.5°C
 07/20/2006  15:46 , 14.5°C
 07/20/2006  16:16 , 14.5°C
 07/20/2006  16:46 , 14.5°C
 07/20/2006  17:16 , 14.5°C
 07/20/2006  17:46 , 14.5°C
 07/20/2006  18:16 , 14.5°C
 07/20/2006  18:46 , 14.5°C
 07/20/2006  19:16 , 14.5°C
 07/20/2006  19:46 , 14.5°C
 07/20/2006  20:16 , 15.0°C
 07/20/2006  20:46 , 14.5°C
 07/20/2006  21:16 , 14.5°C
 07/20/2006  21:46 , 14.5°C
 07/20/2006  22:16 , 14.5°C
 07/20/2006  22:46 , 14.5°C
 07/20/2006  23:16 , 14.5°C
 07/20/2006  23:46 , 14.0°C
 07/21/2006  00:16 , 14.0°C
 07/21/2006  00:46 , 14.0°C
 07/21/2006  01:16 , 14.0°C
 07/21/2006  01:46 , 14.0°C
 07/21/2006  02:16 , 13.5°C
 07/21/2006  02:46 , 13.5°C
 07/21/2006  03:16 , 13.5°C
 07/21/2006  03:46 , 13.5°C
 07/21/2006  04:16 , 13.5°C
 07/21/2006  04:46 , 13.5°C
 07/21/2006  05:16 , 13.5°C
 07/21/2006  05:46 , 13.5°C
 07/21/2006  06:16 , 13.0°C
 07/21/2006  06:46 , 13.0°C
 07/21/2006  07:16 , 13.0°C
 07/21/2006  07:46 , 13.0°C
 07/21/2006  08:16 , 13.0°C
 07/21/2006  08:46 , 13.0°C
 07/21/2006  09:16 , 13.0°C
 07/21/2006  09:46 , 13.5°C
 07/21/2006  10:16 , 13.5°C
 07/21/2006  10:46 , 13.5°C
 07/21/2006  11:16 , 13.5°C
 07/21/2006  11:46 , 14.0°C
 07/21/2006  12:16 , 14.0°C
 07/21/2006  12:46 , 14.0°C
 07/21/2006  13:16 , 14.0°C
 07/21/2006  13:46 , 14.0°C
 07/21/2006  14:16 , 14.5°C
 07/21/2006  14:46 , 14.5°C
 07/21/2006  15:16 , 14.5°C
 07/21/2006  15:46 , 14.5°C
 07/21/2006  16:16 , 14.5°C
 07/21/2006  16:46 , 14.5°C
 07/21/2006  17:16 , 14.5°C
 07/21/2006  17:46 , 14.5°C
 07/21/2006  18:16 , 14.5°C
 07/21/2006  18:46 , 14.5°C
 07/21/2006  19:16 , 14.5°C
 07/21/2006  19:46 , 15.0°C
 07/21/2006  20:16 , 15.0°C
 07/21/2006  20:46 , 15.0°C
 07/21/2006  21:16 , 15.0°C
 07/21/2006  21:46 , 14.5°C
 07/21/2006  22:16 , 14.5°C
 07/21/2006  22:46 , 14.5°C
 07/21/2006  23:16 , 14.5°C
 07/21/2006  23:46 , 14.0°C
 07/22/2006  00:16 , 14.0°C
 07/22/2006  00:46 , 14.0°C
 07/22/2006  01:16 , 14.0°C
 07/22/2006  01:46 , 14.0°C
 07/22/2006  02:16 , 14.0°C
 07/22/2006  02:46 , 13.5°C
 07/22/2006  03:16 , 13.5°C
 07/22/2006  03:46 , 13.5°C
 07/22/2006  04:16 , 13.5°C
 07/22/2006  04:46 , 13.5°C
 07/22/2006  05:16 , 13.5°C
 07/22/2006  05:46 , 13.5°C
 07/22/2006  06:16 , 13.0°C
 07/22/2006  06:46 , 13.0°C
 07/22/2006  07:16 , 13.0°C
 07/22/2006  07:46 , 13.0°C
 07/22/2006  08:16 , 13.0°C
 07/22/2006  08:46 , 13.0°C
 07/22/2006  09:16 , 13.0°C
 07/22/2006  09:46 , 13.5°C
 07/22/2006  10:16 , 13.5°C
 07/22/2006  10:46 , 13.5°C
 07/22/2006  11:16 , 14.0°C
 07/22/2006  11:46 , 14.0°C
 07/22/2006  12:16 , 14.0°C
 07/22/2006  12:46 , 14.0°C
 07/22/2006  13:16 , 14.0°C
 07/22/2006  13:46 , 14.0°C
 07/22/2006  14:16 , 14.0°C
 07/22/2006  14:46 , 14.5°C
 07/22/2006  15:16 , 14.5°C
 07/22/2006  15:46 , 14.5°C
 07/22/2006  16:16 , 14.5°C
 07/22/2006  16:46 , 14.5°C
 07/22/2006  17:16 , 14.5°C
 07/22/2006  17:46 , 14.5°C
 07/22/2006  18:16 , 14.5°C
 07/22/2006  18:46 , 14.5°C
 07/22/2006  19:16 , 14.5°C
 07/22/2006  19:46 , 14.5°C
 07/22/2006  20:16 , 14.5°C
 07/22/2006  20:46 , 14.5°C
 07/22/2006  21:16 , 14.5°C
 07/22/2006  21:46 , 14.5°C
 07/22/2006  22:16 , 14.5°C
 07/22/2006  22:46 , 14.5°C
 07/22/2006  23:16 , 14.0°C
 07/22/2006  23:46 , 14.0°C
 07/23/2006  00:16 , 14.0°C
 07/23/2006  00:46 , 14.0°C
 07/23/2006  01:16 , 13.5°C
 07/23/2006  01:46 , 13.5°C
 07/23/2006  02:16 , 13.5°C
 07/23/2006  02:46 , 13.5°C
 07/23/2006  03:16 , 13.5°C
 07/23/2006  03:46 , 13.0°C
 07/23/2006  04:16 , 13.0°C
 07/23/2006  04:46 , 13.0°C
 07/23/2006  05:16 , 13.0°C
 07/23/2006  05:46 , 13.0°C
 07/23/2006  06:16 , 13.0°C
 07/23/2006  06:46 , 13.0°C
 07/23/2006  07:16 , 12.5°C
 07/23/2006  07:46 , 12.5°C
 07/23/2006  08:16 , 12.5°C
 07/23/2006  08:46 , 12.5°C
 07/23/2006  09:16 , 12.5°C
 07/23/2006  09:46 , 13.0°C
 07/23/2006  10:16 , 13.0°C
 07/23/2006  10:46 , 13.5°C
 07/23/2006  11:16 , 13.5°C
 07/23/2006  11:46 , 13.5°C
 07/23/2006  12:16 , 14.0°C
 07/23/2006  12:46 , 14.0°C
 07/23/2006  13:16 , 14.0°C
 07/23/2006  13:46 , 14.0°C
 07/23/2006  14:16 , 14.0°C
 07/23/2006  14:46 , 14.0°C
 07/23/2006  15:16 , 14.0°C
 07/23/2006  15:46 , 14.0°C
 07/23/2006  16:16 , 14.5°C
 07/23/2006  16:46 , 14.5°C
 07/23/2006  17:16 , 14.5°C
 07/23/2006  17:46 , 14.5°C
 07/23/2006  18:16 , 14.5°C
 07/23/2006  18:46 , 14.5°C
 07/23/2006  19:16 , 14.5°C
 07/23/2006  19:46 , 14.5°C
 07/23/2006  20:16 , 14.5°C
 07/23/2006  20:46 , 14.5°C
 07/23/2006  21:16 , 14.5°C
 07/23/2006  21:46 , 14.5°C
 07/23/2006  22:16 , 14.5°C
 07/23/2006  22:46 , 14.5°C
 07/23/2006  23:16 , 14.5°C
 07/23/2006  23:46 , 14.0°C
 07/24/2006  00:16 , 14.0°C
 07/24/2006  00:46 , 14.0°C
 07/24/2006  01:16 , 14.0°C
 07/24/2006  01:46 , 13.5°C
 07/24/2006  02:16 , 13.5°C
 07/24/2006  02:46 , 13.5°C
 07/24/2006  03:16 , 13.5°C
 07/24/2006  03:46 , 13.5°C
 07/24/2006  04:16 , 13.5°C
 07/24/2006  04:46 , 13.0°C
 07/24/2006  05:16 , 13.0°C
 07/24/2006  05:46 , 13.0°C
 07/24/2006  06:16 , 13.0°C
 07/24/2006  06:46 , 13.0°C
 07/24/2006  07:16 , 13.0°C
 07/24/2006  07:46 , 13.0°C
 07/24/2006  08:16 , 13.0°C
 07/24/2006  08:46 , 13.0°C
 07/24/2006  09:16 , 13.0°C
 07/24/2006  09:46 , 13.0°C
 07/24/2006  10:16 , 13.5°C
 07/24/2006  10:46 , 13.5°C
 07/24/2006  11:16 , 13.5°C
 07/24/2006  11:46 , 13.5°C
 07/24/2006  12:16 , 14.0°C
 07/24/2006  12:46 , 14.0°C
 07/24/2006  13:16 , 14.0°C
 07/24/2006  13:46 , 14.0°C
 07/24/2006  14:16 , 14.0°C
 07/24/2006  14:46 , 14.0°C
 07/24/2006  15:16 , 14.0°C
 07/24/2006  15:46 , 14.0°C
 07/24/2006  16:16 , 14.5°C
 07/24/2006  16:46 , 14.5°C
 07/24/2006  17:16 , 14.5°C
 07/24/2006  17:46 , 14.5°C
 07/24/2006  18:16 , 14.5°C
 07/24/2006  18:46 , 14.5°C
 07/24/2006  19:16 , 14.5°C
 07/24/2006  19:46 , 14.5°C
 07/24/2006  20:16 , 14.5°C
 07/24/2006  20:46 , 14.5°C
 07/24/2006  21:16 , 14.5°C
 07/24/2006  21:46 , 14.5°C
 07/24/2006  22:16 , 14.5°C
 07/24/2006  22:46 , 14.5°C
 07/24/2006  23:16 , 14.0°C
 07/24/2006  23:46 , 14.0°C
 07/25/2006  00:16 , 14.0°C
 07/25/2006  00:46 , 14.0°C
 07/25/2006  01:16 , 14.0°C
 07/25/2006  01:46 , 14.0°C
 07/25/2006  02:16 , 14.0°C
 07/25/2006  02:46 , 13.5°C
 07/25/2006  03:16 , 13.5°C
 07/25/2006  03:46 , 13.5°C
 07/25/2006  04:16 , 13.5°C
 07/25/2006  04:46 , 13.5°C
 07/25/2006  05:16 , 13.5°C
 07/25/2006  05:46 , 13.5°C
 07/25/2006  06:16 , 13.5°C
 07/25/2006  06:46 , 13.5°C
 07/25/2006  07:16 , 13.5°C
 07/25/2006  07:46 , 13.5°C
 07/25/2006  08:16 , 13.5°C
 07/25/2006  08:46 , 13.5°C
 07/25/2006  09:16 , 13.5°C
 07/25/2006  09:46 , 13.5°C
 07/25/2006  10:16 , 14.0°C
 07/25/2006  10:46 , 14.0°C
 07/25/2006  11:16 , 14.0°C
 07/25/2006  11:46 , 14.0°C
 07/25/2006  12:16 , 14.0°C
 07/25/2006  12:46 , 14.0°C
 07/25/2006  13:16 , 14.0°C
 07/25/2006  13:46 , 14.0°C
 07/25/2006  14:16 , 14.5°C
 07/25/2006  14:46 , 14.5°C
 07/25/2006  15:16 , 14.5°C
 07/25/2006  15:46 , 14.5°C
 07/25/2006  16:16 , 14.5°C
 07/25/2006  16:46 , 14.5°C
 07/25/2006  17:16 , 14.5°C
 07/25/2006  17:46 , 14.5°C
 07/25/2006  18:16 , 14.5°C
 07/25/2006  18:46 , 14.5°C
 07/25/2006  19:16 , 14.5°C
 07/25/2006  19:46 , 14.5°C
 07/25/2006  20:16 , 14.5°C
 07/25/2006  20:46 , 14.5°C
 07/25/2006  21:16 , 14.5°C
 07/25/2006  21:46 , 14.5°C
 07/25/2006  22:16 , 14.5°C
 07/25/2006  22:46 , 14.0°C
 07/25/2006  23:16 , 14.0°C
 07/25/2006  23:46 , 14.0°C
 07/26/2006  00:16 , 14.0°C
 07/26/2006  00:46 , 14.0°C
 07/26/2006  01:16 , 13.5°C
 07/26/2006  01:46 , 13.5°C
 07/26/2006  02:16 , 13.5°C
 07/26/2006  02:46 , 13.5°C
 07/26/2006  03:16 , 13.5°C
 07/26/2006  03:46 , 13.5°C
 07/26/2006  04:16 , 13.5°C
 07/26/2006  04:46 , 13.5°C
 07/26/2006  05:16 , 13.0°C
 07/26/2006  05:46 , 13.0°C
 07/26/2006  06:16 , 13.0°C
 07/26/2006  06:46 , 13.0°C
 07/26/2006  07:16 , 13.0°C
 07/26/2006  07:46 , 13.0°C
 07/26/2006  08:16 , 13.0°C
 07/26/2006  08:46 , 13.0°C
 07/26/2006  09:16 , 13.5°C
 07/26/2006  09:46 , 13.5°C
 07/26/2006  10:16 , 13.5°C
 07/26/2006  10:46 , 13.5°C
 07/26/2006  11:16 , 13.5°C
 07/26/2006  11:46 , 14.0°C
 07/26/2006  12:16 , 14.0°C
 07/26/2006  12:46 , 14.0°C
 07/26/2006  13:16 , 14.0°C
 07/26/2006  13:46 , 14.0°C
 07/26/2006  14:16 , 14.0°C
 07/26/2006  14:46 , 14.0°C
 07/26/2006  15:16 , 14.0°C
 07/26/2006  15:46 , 14.5°C
 07/26/2006  16:16 , 14.5°C
 07/26/2006  16:46 , 14.5°C
 07/26/2006  17:16 , 14.5°C
 07/26/2006  17:46 , 14.5°C
 07/26/2006  18:16 , 14.5°C
 07/26/2006  18:46 , 14.5°C
 07/26/2006  19:16 , 14.5°C
 07/26/2006  19:46 , 14.5°C
 07/26/2006  20:16 , 14.5°C
 07/26/2006  20:46 , 14.5°C
 07/26/2006  21:16 , 14.5°C
 07/26/2006  21:46 , 14.5°C
 07/26/2006  22:16 , 14.5°C
 07/26/2006  22:46 , 14.0°C
 07/26/2006  23:16 , 14.0°C
 07/26/2006  23:46 , 14.0°C
 07/27/2006  00:16 , 14.0°C
 07/27/2006  00:46 , 14.0°C
 07/27/2006  01:16 , 14.0°C
 07/27/2006  01:46 , 13.5°C
 07/27/2006  02:16 , 13.5°C
 07/27/2006  02:46 , 13.5°C
 07/27/2006  03:16 , 13.5°C
 07/27/2006  03:46 , 13.5°C
 07/27/2006  04:16 , 13.0°C
 07/27/2006  04:46 , 13.0°C
 07/27/2006  05:16 , 13.0°C
 07/27/2006  05:46 , 13.0°C
 07/27/2006  06:16 , 13.0°C
 07/27/2006  06:46 , 13.0°C
 07/27/2006  07:16 , 13.0°C
 07/27/2006  07:46 , 12.5°C
 07/27/2006  08:16 , 12.5°C
 07/27/2006  08:46 , 13.0°C
 07/27/2006  09:16 , 13.0°C
 07/27/2006  09:46 , 13.0°C
 07/27/2006  10:16 , 13.5°C
 07/27/2006  10:46 , 13.5°C
 07/27/2006  11:16 , 13.5°C
 07/27/2006  11:46 , 13.5°C
 07/27/2006  12:16 , 14.0°C
 07/27/2006  12:46 , 14.0°C
 07/27/2006  13:16 , 14.0°C
 07/27/2006  13:46 , 14.0°C
 07/27/2006  14:16 , 14.0°C
 07/27/2006  14:46 , 14.0°C
 07/27/2006  15:16 , 14.0°C
 07/27/2006  15:46 , 14.0°C
 07/27/2006  16:16 , 14.0°C
 07/27/2006  16:46 , 14.0°C
 07/27/2006  17:16 , 14.0°C
 07/27/2006  17:46 , 14.5°C
 07/27/2006  18:16 , 14.5°C
 07/27/2006  18:46 , 14.5°C
 07/27/2006  19:16 , 14.5°C
 07/27/2006  19:46 , 14.5°C
 07/27/2006  20:16 , 14.5°C
 07/27/2006  20:46 , 14.5°C
 07/27/2006  21:16 , 14.5°C
 07/27/2006  21:46 , 14.5°C
 07/27/2006  22:16 , 14.5°C
 07/27/2006  22:46 , 14.5°C
 07/27/2006  23:16 , 14.5°C
 07/27/2006  23:46 , 14.0°C
 07/28/2006  00:16 , 14.0°C
 07/28/2006  00:46 , 14.0°C
 07/28/2006  01:16 , 14.0°C
 07/28/2006  01:46 , 14.0°C
 07/28/2006  02:16 , 14.0°C
 07/28/2006  02:46 , 14.0°C
 07/28/2006  03:16 , 13.5°C
 07/28/2006  03:46 , 13.5°C
 07/28/2006  04:16 , 13.5°C
 07/28/2006  04:46 , 13.5°C
 07/28/2006  05:16 , 13.5°C
 07/28/2006  05:46 , 13.5°C
 07/28/2006  06:16 , 13.5°C
 07/28/2006  06:46 , 13.5°C
 07/28/2006  07:16 , 13.5°C
 07/28/2006  07:46 , 13.5°C
 07/28/2006  08:16 , 13.0°C
 07/28/2006  08:46 , 13.5°C
 07/28/2006  09:16 , 13.5°C
 07/28/2006  09:46 , 13.5°C
 07/28/2006  10:16 , 13.5°C
 07/28/2006  10:46 , 14.0°C
 07/28/2006  11:16 , 14.0°C
 07/28/2006  11:46 , 14.0°C
 07/28/2006  12:16 , 14.0°C
 07/28/2006  12:46 , 14.0°C
 07/28/2006  13:16 , 14.0°C
 07/28/2006  13:46 , 14.0°C
 07/28/2006  14:16 , 14.0°C
 07/28/2006  14:46 , 14.0°C
 07/28/2006  15:16 , 14.0°C
 07/28/2006  15:46 , 14.0°C
 07/28/2006  16:16 , 14.0°C
 07/28/2006  16:46 , 14.5°C
 07/28/2006  17:16 , 14.5°C
 07/28/2006  17:46 , 14.5°C
 07/28/2006  18:16 , 14.5°C
 07/28/2006  18:46 , 14.5°C
 07/28/2006  19:16 , 14.5°C
 07/28/2006  19:46 , 14.5°C
 07/28/2006  20:16 , 14.5°C
 07/28/2006  20:46 , 14.5°C
 07/28/2006  21:16 , 14.5°C
 07/28/2006  21:46 , 14.5°C
 07/28/2006  22:16 , 14.0°C
 07/28/2006  22:46 , 14.0°C
 07/28/2006  23:16 , 14.0°C
 07/28/2006  23:46 , 14.0°C
 07/29/2006  00:16 , 14.0°C
 07/29/2006  00:46 , 13.5°C
 07/29/2006  01:16 , 13.5°C
 07/29/2006  01:46 , 13.5°C
 07/29/2006  02:16 , 13.5°C
 07/29/2006  02:46 , 13.5°C
 07/29/2006  03:16 , 13.5°C
 07/29/2006  03:46 , 13.0°C
 07/29/2006  04:16 , 13.0°C
 07/29/2006  04:46 , 13.0°C
 07/29/2006  05:16 , 13.0°C
 07/29/2006  05:46 , 13.0°C
 07/29/2006  06:16 , 13.0°C
 07/29/2006  06:46 , 13.0°C
 07/29/2006  07:16 , 13.0°C
 07/29/2006  07:46 , 13.0°C
 07/29/2006  08:16 , 13.0°C
 07/29/2006  08:46 , 13.0°C
 07/29/2006  09:16 , 13.0°C
 07/29/2006  09:46 , 13.5°C
 07/29/2006  10:16 , 13.5°C
 07/29/2006  10:46 , 13.5°C
 07/29/2006  11:16 , 13.5°C
 07/29/2006  11:46 , 13.5°C
 07/29/2006  12:16 , 14.0°C
 07/29/2006  12:46 , 14.0°C
 07/29/2006  13:16 , 14.0°C
 07/29/2006  13:46 , 14.0°C
 07/29/2006  14:16 , 14.0°C
 07/29/2006  14:46 , 14.0°C
 07/29/2006  15:16 , 14.0°C
 07/29/2006  15:46 , 14.0°C
 07/29/2006  16:16 , 14.0°C
 07/29/2006  16:46 , 14.0°C
 07/29/2006  17:16 , 14.0°C
 07/29/2006  17:46 , 14.5°C
 07/29/2006  18:16 , 14.5°C
 07/29/2006  18:46 , 14.5°C
 07/29/2006  19:16 , 14.5°C
 07/29/2006  19:46 , 14.5°C
 07/29/2006  20:16 , 14.5°C
 07/29/2006  20:46 , 14.5°C
 07/29/2006  21:16 , 14.5°C
 07/29/2006  21:46 , 14.5°C
 07/29/2006  22:16 , 14.0°C
 07/29/2006  22:46 , 14.0°C
 07/29/2006  23:16 , 14.0°C
 07/29/2006  23:46 , 14.0°C
 07/30/2006  00:16 , 14.0°C
 07/30/2006  00:46 , 13.5°C
 07/30/2006  01:16 , 13.5°C
 07/30/2006  01:46 , 13.5°C
 07/30/2006  02:16 , 13.5°C
 07/30/2006  02:46 , 13.5°C
 07/30/2006  03:16 , 13.5°C
 07/30/2006  03:46 , 13.5°C
 07/30/2006  04:16 , 13.5°C
 07/30/2006  04:46 , 13.0°C
 07/30/2006  05:16 , 13.0°C
 07/30/2006  05:46 , 13.0°C
 07/30/2006  06:16 , 13.0°C
 07/30/2006  06:46 , 13.0°C
 07/30/2006  07:16 , 13.0°C
 07/30/2006  07:46 , 13.0°C
 07/30/2006  08:16 , 13.0°C
 07/30/2006  08:46 , 13.0°C
 07/30/2006  09:16 , 13.5°C
 07/30/2006  09:46 , 13.5°C
 07/30/2006  10:16 , 13.5°C
 07/30/2006  10:46 , 14.5°C
 07/30/2006  11:16 , 10.0°C
 07/30/2006  11:46 , 10.5°C
 07/30/2006  12:16 , 11.0°C
 07/30/2006  12:46 , 11.5°C
 07/30/2006  13:16 , 11.5°C
 07/30/2006  13:46 , 12.0°C
 07/30/2006  14:16 , 12.5°C
 07/30/2006  14:46 , 12.5°C
 07/30/2006  15:16 , 13.0°C
 07/30/2006  15:46 , 13.0°C
 07/30/2006  16:16 , 13.0°C
 07/30/2006  16:46 , 13.0°C
 07/30/2006  17:16 , 13.5°C
 07/30/2006  17:46 , 13.5°C
 07/30/2006  18:16 , 13.5°C
 07/30/2006  18:46 , 14.0°C
 07/30/2006  19:16 , 14.0°C
 07/30/2006  19:46 , 14.0°C
 07/30/2006  20:16 , 14.0°C
 07/30/2006  20:46 , 14.0°C
 07/30/2006  21:16 , 14.0°C
 07/30/2006  21:46 , 14.0°C
 07/30/2006  22:16 , 14.0°C
 07/30/2006  22:46 , 14.0°C
 07/30/2006  23:16 , 14.0°C
 07/30/2006  23:46 , 14.0°C
 07/31/2006  00:16 , 14.0°C
 07/31/2006  00:46 , 14.0°C
 07/31/2006  01:16 , 14.0°C
 07/31/2006  01:46 , 14.0°C
 07/31/2006  02:16 , 14.0°C
 07/31/2006  02:46 , 14.0°C
 07/31/2006  03:16 , 13.5°C
 07/31/2006  03:46 , 13.5°C
 07/31/2006  04:16 , 13.5°C
 07/31/2006  04:46 , 13.5°C
 07/31/2006  05:16 , 13.5°C
 07/31/2006  05:46 , 13.5°C
 07/31/2006  06:16 , 13.5°C
 07/31/2006  06:46 , 13.5°C
 07/31/2006  07:16 , 13.5°C
 07/31/2006  07:46 , 13.5°C
 07/31/2006  08:16 , 13.5°C
 07/31/2006  08:46 , 14.0°C
 07/31/2006  09:16 , 14.0°C
 07/31/2006  09:46 , 14.0°C
 07/31/2006  10:16 , 14.0°C
 07/31/2006  10:46 , 14.0°C
 07/31/2006  11:16 , 14.0°C
 07/31/2006  11:46 , 14.0°C
 07/31/2006  12:16 , 14.5°C
 07/31/2006  12:46 , 14.5°C
 07/31/2006  13:16 , 14.5°C
 07/31/2006  13:46 , 14.5°C
 07/31/2006  14:16 , 14.5°C
 07/31/2006  14:46 , 14.5°C
 07/31/2006  15:16 , 14.5°C
 07/31/2006  15:46 , 14.5°C
 07/31/2006  16:16 , 14.5°C
 07/31/2006  16:46 , 14.5°C
 07/31/2006  17:16 , 14.5°C
 07/31/2006  17:46 , 14.5°C
 07/31/2006  18:16 , 14.5°C
 07/31/2006  18:46 , 14.5°C
 07/31/2006  19:16 , 14.5°C
 07/31/2006  19:46 , 14.5°C
 07/31/2006  20:16 , 14.5°C
 07/31/2006  20:46 , 14.5°C
 07/31/2006  21:16 , 14.5°C
 07/31/2006  21:46 , 14.5°C
 07/31/2006  22:16 , 14.5°C
 07/31/2006  22:46 , 14.5°C
 07/31/2006  23:16 , 14.5°C
 07/31/2006  23:46 , 14.5°C
 08/01/2006  00:16 , 14.5°C
 08/01/2006  00:46 , 14.0°C
 08/01/2006  01:16 , 14.0°C
 08/01/2006  01:46 , 14.0°C
 08/01/2006  02:16 , 14.0°C
 08/01/2006  02:46 , 14.0°C
 08/01/2006  03:16 , 14.0°C
 08/01/2006  03:46 , 13.5°C
 08/01/2006  04:16 , 13.5°C
 08/01/2006  04:46 , 13.5°C
 08/01/2006  05:16 , 13.5°C
 08/01/2006  05:46 , 13.5°C
 08/01/2006  06:16 , 13.5°C
 08/01/2006  06:46 , 13.5°C
 08/01/2006  07:16 , 13.5°C
 08/01/2006  07:46 , 13.0°C
 08/01/2006  08:16 , 13.0°C
 08/01/2006  08:46 , 13.0°C
 08/01/2006  09:16 , 13.5°C
 08/01/2006  09:46 , 13.5°C
 08/01/2006  10:16 , 13.5°C
 08/01/2006  10:46 , 13.5°C
 08/01/2006  11:16 , 14.0°C
 08/01/2006  11:46 , 14.0°C
 08/01/2006  12:16 , 14.0°C
 08/01/2006  12:46 , 14.0°C
 08/01/2006  13:16 , 14.0°C
 08/01/2006  13:46 , 14.0°C
 08/01/2006  14:16 , 14.0°C
 08/01/2006  14:46 , 14.0°C
 08/01/2006  15:16 , 14.0°C
 08/01/2006  15:46 , 14.5°C
 08/01/2006  16:16 , 14.5°C
