"ObsID","CensusID","PredID","PredSize","EstimatedPredSize","RepeatObsID","PreyID","PreySize","EstimatedPreySize","Drilling","ObsComment","Tag","TidalZone","PossibleChaemoPred"
4,1,114,26,TRUE,1,39,10,TRUE,FALSE,"Estimated at 2.8cm with fingernail, remeasured next day with calipers.  C. ornata estimated size",,1,FALSE
5,1,114,40,TRUE,1,39,20,TRUE,FALSE,"estimated sizes using fingernail.",,1,FALSE
6,1,114,30,TRUE,1,147,8,TRUE,FALSE,"estimated sizes using fingernail",,1,FALSE
7,2,114,28,FALSE,2,283,0,FALSE,FALSE,"seen day before, incorrect size estimate made",,1,FALSE
8,2,114,34,FALSE,1,283,0,FALSE,FALSE,"In same tide pool on rock 1",,1,FALSE
9,2,114,33,FALSE,1,283,0,FALSE,FALSE,"in same tide pool, rock 1",,1,FALSE
10,2,114,34,FALSE,1,283,0,FALSE,FALSE,"in same tide pool, rock 1",,1,FALSE
11,2,114,27,FALSE,1,283,0,FALSE,FALSE,"in same tide pool, rock 1",,1,FALSE
12,2,114,25,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
13,2,114,29,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
14,2,114,27,FALSE,1,147,16,FALSE,FALSE,"Operculum pulled off, no drilling",,1,FALSE
15,2,114,34,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
16,2,114,26,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
17,2,114,49,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
19,2,114,33,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
20,2,114,29,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
21,2,114,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
22,2,114,38,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
23,2,114,48,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
24,2,114,40,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
25,2,114,18,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
26,3,114,38,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
27,3,114,31,FALSE,2,147,10,FALSE,FALSE,,,1,FALSE
28,4,114,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
29,4,114,32,FALSE,1,283,0,FALSE,FALSE,"between rocks 2 & 3",,1,FALSE
30,5,114,30,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
31,5,114,34,FALSE,2,283,0,FALSE,FALSE,"All in same tide pool",,1,FALSE
32,5,114,34,FALSE,2,283,0,FALSE,FALSE,"Lost tag, but must be one of previously seen in same tide pool",,1,FALSE
33,5,114,34,FALSE,2,283,0,FALSE,FALSE,"All in same tide pool, only dot of tag remaining",,1,FALSE
34,5,114,28,FALSE,2,283,0,FALSE,FALSE,"Lost tag, but must be one of previously seen in same tide pool",,1,FALSE
36,5,114,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
37,5,114,21,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
38,5,114,21,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
39,5,114,29,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
40,5,114,46,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
41,5,114,34,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
42,5,114,31,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
43,5,114,42,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
44,5,114,28,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
45,5,114,22,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
46,5,114,28,FALSE,1,50,18,FALSE,FALSE,,,1,FALSE
47,6,114,28,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
48,6,114,29,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
49,6,114,38,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
50,6,114,48,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
51,6,114,40,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
52,6,114,51,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
53,6,114,34,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
54,6,114,26,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
55,6,114,33,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
56,6,114,30,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
57,6,114,29,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
58,7,114,26,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
59,7,114,18,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
60,8,114,38,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
61,8,114,18,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
62,9,114,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
64,10,114,30,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
65,10,114,27,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
66,10,114,33,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
67,10,114,33,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
68,10,114,27,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
69,10,114,18,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
70,10,114,18,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
71,10,114,20,FALSE,1,283,0,FALSE,FALSE,"btwn rocks 3 &4",,1,FALSE
72,10,114,24,FALSE,3,283,0,FALSE,FALSE,,,1,FALSE
73,10,114,22,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
74,10,114,41,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
75,10,114,35,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
76,10,114,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
77,10,114,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
78,10,114,21,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
79,10,114,26,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
80,10,114,28,FALSE,3,283,0,FALSE,FALSE,"all in same tide pool",,1,FALSE
81,10,114,34,FALSE,3,283,0,FALSE,FALSE,"all in same tide pool",,1,FALSE
82,10,114,34,FALSE,3,283,0,FALSE,FALSE,"all in same tide pool",,1,FALSE
83,10,114,34,FALSE,3,283,0,FALSE,FALSE,"all in same tide pool",,1,FALSE
84,10,114,24,FALSE,1,323,10,FALSE,FALSE,"siph shell appears to be chipped on side",,1,FALSE
85,10,114,29,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
86,10,114,28,FALSE,2,283,0,FALSE,FALSE,"tag almost lost",,1,FALSE
87,10,114,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
88,10,114,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
89,10,114,35,FALSE,1,50,23,FALSE,FALSE,,,1,FALSE
90,11,114,38,FALSE,3,283,0,FALSE,FALSE,,,1,FALSE
91,11,114,48,FALSE,3,283,0,FALSE,FALSE,,,1,FALSE
92,11,114,27,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
93,11,114,51,FALSE,2,283,0,FALSE,FALSE,,,1,FALSE
94,11,114,34,FALSE,2,283,0,FALSE,FALSE,"seen the day before, not during the night",,1,FALSE
95,11,114,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
96,11,114,26,FALSE,2,323,6,FALSE,FALSE,"seen the day before, not during the night",,1,FALSE
97,11,114,9,FALSE,1,283,0,FALSE,FALSE,"too small to mark, not marked",,1,FALSE
98,11,114,33,FALSE,2,283,0,FALSE,FALSE,"mark coming off",,1,FALSE
99,11,114,25,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
100,11,114,28,FALSE,3,283,0,FALSE,FALSE,,,1,FALSE
101,11,114,29,FALSE,3,283,0,FALSE,FALSE,,,1,FALSE
102,11,114,28,FALSE,1,283,0,FALSE,FALSE,"between rocks 4 & 5",,1,FALSE
103,12,114,26,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
104,12,114,26,FALSE,2,283,0,FALSE,FALSE,"tag almost gone",,1,FALSE
105,12,114,18,FALSE,3,283,0,FALSE,FALSE,,,1,FALSE
106,13,114,45,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
107,13,114,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
108,13,132,19,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
109,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
110,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
111,13,132,15,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
113,13,132,12,FALSE,1,283,-0,FALSE,FALSE,,,1,FALSE
114,13,132,18,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
115,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
116,13,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
117,13,132,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
118,13,132,11,FALSE,1,206,2,FALSE,FALSE,,,1,FALSE
119,13,132,12,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
120,13,132,18,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
121,13,132,17,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
122,13,132,17,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
123,13,132,18,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
124,13,132,20,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
125,13,132,18,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
126,13,132,19,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
127,13,132,19,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
128,13,132,18,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
129,13,132,18,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
130,13,132,19,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
131,13,132,19,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size; part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
132,13,132,18,FALSE,1,283,0,FALSE,FALSE,"part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
133,13,132,12,FALSE,1,283,0,FALSE,FALSE,"part of Lepsiella group all on same 20x20cm barnacle patch",,1,FALSE
134,13,132,16,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
135,13,132,15,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
136,13,132,14,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
137,13,132,14,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
138,13,132,9,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
139,13,132,12,FALSE,1,46,3,TRUE,FALSE,"estimated barnacle size",,1,FALSE
140,13,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
141,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
142,13,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
143,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
144,13,132,19,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
145,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
146,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
147,13,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
148,13,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
149,13,132,10,FALSE,1,323,4,FALSE,FALSE,,,1,FALSE
150,13,114,40,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
151,13,114,32,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
152,13,114,15,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
153,13,114,45,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
154,13,114,25,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
155,13,114,44,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
156,13,114,21,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
157,13,114,16,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
158,13,114,23,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
159,13,114,46,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
160,13,114,43,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
161,13,114,43,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
162,13,114,18,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
163,13,114,40,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
164,13,114,23,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
165,13,114,29,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
166,13,114,25,FALSE,1,283,0,FALSE,FALSE,"On north side of channel",,1,FALSE
167,13,64,29,FALSE,1,283,0,FALSE,FALSE,"@ head of channel, in water, sediment in operculum",,1,FALSE
168,13,64,35,FALSE,1,283,0,FALSE,FALSE,"sediment in operculum, out of water",,1,FALSE
169,13,64,18,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
170,14,114,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
171,14,114,23,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
172,14,114,21,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
173,14,114,24,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
174,14,114,21,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
175,14,114,49,FALSE,1,283,0,FALSE,FALSE,"right next to C. maculosa",,1,FALSE
176,14,114,18,FALSE,1,283,0,FALSE,FALSE,"right next to C. maculosa",,1,FALSE
177,14,64,35,FALSE,1,283,0,FALSE,FALSE,"right next to 2 Haustrum",,1,FALSE
178,14,114,47,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
179,14,114,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
180,14,114,47,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
181,14,114,24,FALSE,1,206,12,FALSE,FALSE,,,1,FALSE
182,14,114,31,FALSE,1,323,10,FALSE,FALSE,,,1,FALSE
183,14,64,37,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
184,14,132,8,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
185,14,114,36,FALSE,1,283,0,FALSE,FALSE,"right next to C. maculosa",,1,FALSE
186,14,114,47,FALSE,1,283,0,FALSE,FALSE,"right next to C. maculosa",,1,FALSE
187,14,114,45,FALSE,1,283,0,FALSE,FALSE,"right next to C. maculosa",,1,FALSE
188,14,64,33,FALSE,1,283,0,FALSE,FALSE,"right next to 3 Haustrum",,1,FALSE
189,14,114,45,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
190,14,114,45,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
191,14,114,29,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
192,14,114,52,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
193,14,114,41,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
194,14,114,41,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
195,14,114,40,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
196,14,114,27,FALSE,1,283,0,FALSE,FALSE,"almost buried in sediment of tide pool",,1,FALSE
197,14,114,49,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
198,14,114,32,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
199,14,114,48,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
200,14,114,45,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
201,14,114,27,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
202,14,64,37,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
203,14,132,14,FALSE,1,46,3,TRUE,FALSE,"est barnacle size",,1,FALSE
204,14,132,11,FALSE,1,46,3,TRUE,FALSE,"est barnacle size",,1,FALSE
205,14,114,32,FALSE,1,323,10,FALSE,FALSE,"side of Siph chipped",,1,FALSE
206,14,114,14,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
207,14,114,31,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
208,14,114,29,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
209,14,114,35,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
210,14,114,24,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
211,14,114,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
212,14,114,48,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
213,14,114,31,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
214,14,114,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
215,14,114,46,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
216,14,114,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
217,14,114,51,FALSE,1,206,22,FALSE,FALSE,,,1,FALSE
218,15,114,38,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
219,15,114,47,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
220,15,114,18,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
221,15,132,9,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
222,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
223,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
224,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
225,15,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
226,15,132,9,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
227,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
228,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
229,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
230,15,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
231,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
232,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
233,15,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
234,15,132,11,FALSE,1,137,3,FALSE,FALSE,,,1,FALSE
235,15,132,9,FALSE,1,137,9,FALSE,FALSE,,,1,FALSE
236,15,132,11,FALSE,1,135,6,FALSE,FALSE,,,1,FALSE
237,15,132,6,FALSE,1,137,2,FALSE,FALSE,,,1,FALSE
238,15,132,13,FALSE,1,135,2,FALSE,FALSE,,,1,FALSE
239,15,132,10,FALSE,1,137,3,FALSE,FALSE,,,1,FALSE
240,15,132,9,FALSE,1,135,2,FALSE,FALSE,,,1,FALSE
241,15,132,11,FALSE,1,137,3,FALSE,FALSE,,,1,FALSE
242,15,132,8,FALSE,1,135,3,FALSE,FALSE,,,1,FALSE
243,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
244,15,132,14,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
245,15,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
246,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
247,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
248,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
249,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
250,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
251,15,132,12,FALSE,1,135,4,FALSE,FALSE,,,1,FALSE
252,15,132,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
253,15,132,18,FALSE,1,46,3,TRUE,FALSE,"est barnacle size",,1,FALSE
254,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
255,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
256,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
257,15,132,14,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
258,15,132,16,FALSE,1,135,4,FALSE,FALSE,,,1,FALSE
259,15,132,7,FALSE,1,135,3,FALSE,FALSE,,,1,FALSE
260,15,132,12,FALSE,1,137,3,FALSE,FALSE,,,1,FALSE
261,15,132,15,FALSE,1,135,6,FALSE,FALSE,,,1,FALSE
262,15,132,12,FALSE,1,137,3,FALSE,FALSE,,,1,FALSE
263,15,114,15,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
264,15,114,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
265,15,114,12,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
266,15,114,20,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
267,15,114,15,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
268,15,114,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
269,15,114,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
270,15,114,34,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
271,15,114,26,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
272,15,132,10,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
273,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
274,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
275,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
276,15,132,15,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
277,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
278,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
279,15,132,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
280,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
281,15,132,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
282,15,132,12,FALSE,1,137,4,FALSE,FALSE,,,1,FALSE
283,15,132,14,FALSE,1,137,4,FALSE,FALSE,,,1,FALSE
284,15,132,13,FALSE,1,137,4,FALSE,FALSE,,,1,FALSE
285,15,132,13,FALSE,1,135,4,FALSE,FALSE,,,1,FALSE
286,17,114,30,FALSE,1,147,10,FALSE,FALSE,"seen on walk back to road after census of Avoca Point North",,1,FALSE
287,18,64,33,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
288,18,64,35,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
289,18,64,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
290,18,64,34,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
291,18,64,9,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
292,18,64,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
293,18,64,34,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
294,18,64,23,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
295,18,64,9,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
296,18,64,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
297,18,64,27,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
298,18,64,23,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
299,18,64,19,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
300,18,64,33,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
301,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
302,18,63,15,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
303,18,63,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
304,18,114,31,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
305,18,63,16,FALSE,1,280,10,FALSE,FALSE,,,1,FALSE
306,18,64,33,FALSE,1,206,12,FALSE,FALSE,,,1,FALSE
307,18,64,34,FALSE,1,280,7,FALSE,FALSE,,,1,FALSE
308,18,64,33,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
309,18,64,36,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
310,18,64,39,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
311,18,64,26,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
312,18,64,37,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
313,18,64,39,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
314,18,64,38,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
315,18,64,39,FALSE,1,283,0,FALSE,FALSE,"in same 50x30cm",,1,FALSE
317,18,64,13,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
318,18,64,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
319,18,64,14,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
320,18,64,15,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
321,18,64,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
322,18,64,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
323,18,64,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
324,18,64,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
325,18,64,23,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
326,18,64,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
327,18,64,27,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
328,18,64,28,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
329,18,63,17,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
330,18,63,11,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
331,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
332,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
333,18,63,14,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
334,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
335,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
336,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
337,18,63,16,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
339,18,64,16,FALSE,1,137,3,FALSE,FALSE,"very few littorines about, mostly Zeacs",,1,FALSE
340,18,64,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
341,18,64,36,FALSE,1,283,0,FALSE,FALSE,,,1,FALSE
