DS1921:  1134C000018D0021
Download at: 6/4/2007 11:57:30 AM

Mission State
-------------
Mission is in progress
Sample rate: 30 minute(s)
Roll-Over Enabled: no
Roll-Over Occured: n/a
Mission Start time:  05/12/2007  15:02 
Mission Start delay: 0 minute(s)
Mission Samples: 1098
Device total samples: 55794
Temperatures displayed in: (Celsius)
High Threshold: -40.0°C
Low Threshold: -40.0°C
Temperature threshold alarm state: Conditional(none)  Alarm(H)
Current Real-Time Clock from DS1921: Monday  06/04/2007  11:57:35 
Current PC Time: Monday  06/04/2007  11:57:36 
Time Alarm mode: Alarm weekly
Alarm Time: Sunday 00:00:00
Alarm Time state: Conditional(yes)  Alarm(yes)

Temperature Alarms
------------------
Format: [(HIGH/LOW), Time/Date range]
80.0°C to 81.5°C, 0
82.0°C to 83.5°C, 0
84.0°C to 85.5°C, 0

Log Data
--------
Format: [Time/Date , Temperature] (Celsius)
 05/12/2007  15:02 , 17.0°C
 05/12/2007  15:32 , 16.0°C
 05/12/2007  16:02 , 15.5°C
 05/12/2007  16:32 , 15.0°C
 05/12/2007  17:02 , 14.5°C
 05/12/2007  17:32 , 14.0°C
 05/12/2007  18:02 , 13.5°C
 05/12/2007  18:32 , 13.5°C
 05/12/2007  19:02 , 13.0°C
 05/12/2007  19:32 , 13.0°C
 05/12/2007  20:02 , 12.5°C
 05/12/2007  20:32 , 12.5°C
 05/12/2007  21:02 , 12.0°C
 05/12/2007  21:32 , 12.0°C
 05/12/2007  22:02 , 12.0°C
 05/12/2007  22:32 , 11.5°C
 05/12/2007  23:02 , 11.5°C
 05/12/2007  23:32 , 11.5°C
 05/13/2007  00:02 , 11.5°C
 05/13/2007  00:32 , 11.5°C
 05/13/2007  01:02 , 11.0°C
 05/13/2007  01:32 , 11.0°C
 05/13/2007  02:02 , 11.0°C
 05/13/2007  02:32 , 11.0°C
 05/13/2007  03:02 , 11.0°C
 05/13/2007  03:32 , 11.0°C
 05/13/2007  04:02 , 11.0°C
 05/13/2007  04:32 , 11.0°C
 05/13/2007  05:02 , 11.0°C
 05/13/2007  05:32 , 11.0°C
 05/13/2007  06:02 , 11.0°C
 05/13/2007  06:32 , 11.0°C
 05/13/2007  07:02 , 11.0°C
 05/13/2007  07:32 , 11.0°C
 05/13/2007  08:02 , 11.0°C
 05/13/2007  08:32 , 11.0°C
 05/13/2007  09:02 , 11.0°C
 05/13/2007  09:32 , 11.0°C
 05/13/2007  10:02 , 11.0°C
 05/13/2007  10:32 , 11.0°C
 05/13/2007  11:02 , 11.5°C
 05/13/2007  11:32 , 11.5°C
 05/13/2007  12:02 , 11.5°C
 05/13/2007  12:32 , 11.5°C
 05/13/2007  13:02 , 11.5°C
 05/13/2007  13:32 , 11.5°C
 05/13/2007  14:02 , 11.5°C
 05/13/2007  14:32 , 11.5°C
 05/13/2007  15:02 , 11.5°C
 05/13/2007  15:32 , 11.5°C
 05/13/2007  16:02 , 11.5°C
 05/13/2007  16:32 , 11.5°C
 05/13/2007  17:02 , 11.5°C
 05/13/2007  17:32 , 11.5°C
 05/13/2007  18:02 , 11.5°C
 05/13/2007  18:32 , 11.5°C
 05/13/2007  19:02 , 11.5°C
 05/13/2007  19:32 , 11.5°C
 05/13/2007  20:02 , 11.5°C
 05/13/2007  20:32 , 11.5°C
 05/13/2007  21:02 , 11.5°C
 05/13/2007  21:32 , 11.5°C
 05/13/2007  22:02 , 11.5°C
 05/13/2007  22:32 , 11.5°C
 05/13/2007  23:02 , 11.5°C
 05/13/2007  23:32 , 11.0°C
 05/14/2007  00:02 , 11.0°C
 05/14/2007  00:32 , 11.0°C
 05/14/2007  01:02 , 11.0°C
 05/14/2007  01:32 , 11.0°C
 05/14/2007  02:02 , 11.0°C
 05/14/2007  02:32 , 11.0°C
 05/14/2007  03:02 , 11.0°C
 05/14/2007  03:32 , 11.0°C
 05/14/2007  04:02 , 11.0°C
 05/14/2007  04:32 , 11.0°C
 05/14/2007  05:02 , 11.0°C
 05/14/2007  05:32 , 11.0°C
 05/14/2007  06:02 , 11.0°C
 05/14/2007  06:32 , 11.0°C
 05/14/2007  07:02 , 11.0°C
 05/14/2007  07:32 , 11.0°C
 05/14/2007  08:02 , 11.0°C
 05/14/2007  08:32 , 11.0°C
 05/14/2007  09:02 , 11.0°C
 05/14/2007  09:32 , 11.0°C
 05/14/2007  10:02 , 11.0°C
 05/14/2007  10:32 , 11.0°C
 05/14/2007  11:02 , 11.0°C
 05/14/2007  11:32 , 11.0°C
 05/14/2007  12:02 , 11.0°C
 05/14/2007  12:32 , 11.5°C
 05/14/2007  13:02 , 11.5°C
 05/14/2007  13:32 , 11.5°C
 05/14/2007  14:02 , 11.5°C
 05/14/2007  14:32 , 11.5°C
 05/14/2007  15:02 , 11.5°C
 05/14/2007  15:32 , 11.5°C
 05/14/2007  16:02 , 11.5°C
 05/14/2007  16:32 , 11.5°C
 05/14/2007  17:02 , 11.5°C
 05/14/2007  17:32 , 11.5°C
 05/14/2007  18:02 , 11.5°C
 05/14/2007  18:32 , 11.5°C
 05/14/2007  19:02 , 11.5°C
 05/14/2007  19:32 , 11.5°C
 05/14/2007  20:02 , 11.5°C
 05/14/2007  20:32 , 11.5°C
 05/14/2007  21:02 , 11.5°C
 05/14/2007  21:32 , 11.5°C
 05/14/2007  22:02 , 11.5°C
 05/14/2007  22:32 , 11.5°C
 05/14/2007  23:02 , 11.5°C
 05/14/2007  23:32 , 11.0°C
 05/15/2007  00:02 , 11.0°C
 05/15/2007  00:32 , 11.0°C
 05/15/2007  01:02 , 11.0°C
 05/15/2007  01:32 , 11.0°C
 05/15/2007  02:02 , 11.0°C
 05/15/2007  02:32 , 11.0°C
 05/15/2007  03:02 , 11.0°C
 05/15/2007  03:32 , 11.0°C
 05/15/2007  04:02 , 11.0°C
 05/15/2007  04:32 , 11.0°C
 05/15/2007  05:02 , 11.0°C
 05/15/2007  05:32 , 11.0°C
 05/15/2007  06:02 , 11.0°C
 05/15/2007  06:32 , 11.0°C
 05/15/2007  07:02 , 11.0°C
 05/15/2007  07:32 , 11.0°C
 05/15/2007  08:02 , 11.0°C
 05/15/2007  08:32 , 11.0°C
 05/15/2007  09:02 , 11.0°C
 05/15/2007  09:32 , 11.0°C
 05/15/2007  10:02 , 11.0°C
 05/15/2007  10:32 , 11.0°C
 05/15/2007  11:02 , 11.5°C
 05/15/2007  11:32 , 11.5°C
 05/15/2007  12:02 , 11.5°C
 05/15/2007  12:32 , 11.5°C
 05/15/2007  13:02 , 11.5°C
 05/15/2007  13:32 , 11.5°C
 05/15/2007  14:02 , 11.5°C
 05/15/2007  14:32 , 11.5°C
 05/15/2007  15:02 , 11.5°C
 05/15/2007  15:32 , 11.5°C
 05/15/2007  16:02 , 11.5°C
 05/15/2007  16:32 , 11.5°C
 05/15/2007  17:02 , 11.5°C
 05/15/2007  17:32 , 11.5°C
 05/15/2007  18:02 , 11.5°C
 05/15/2007  18:32 , 11.5°C
 05/15/2007  19:02 , 11.5°C
 05/15/2007  19:32 , 11.5°C
 05/15/2007  20:02 , 11.5°C
 05/15/2007  20:32 , 11.5°C
 05/15/2007  21:02 , 11.5°C
 05/15/2007  21:32 , 11.5°C
 05/15/2007  22:02 , 11.5°C
 05/15/2007  22:32 , 11.5°C
 05/15/2007  23:02 , 11.0°C
 05/15/2007  23:32 , 11.0°C
 05/16/2007  00:02 , 11.0°C
 05/16/2007  00:32 , 11.0°C
 05/16/2007  01:02 , 11.0°C
 05/16/2007  01:32 , 11.0°C
 05/16/2007  02:02 , 11.0°C
 05/16/2007  02:32 , 11.0°C
 05/16/2007  03:02 , 11.0°C
 05/16/2007  03:32 , 11.0°C
 05/16/2007  04:02 , 11.0°C
 05/16/2007  04:32 , 11.0°C
 05/16/2007  05:02 , 11.0°C
 05/16/2007  05:32 , 11.0°C
 05/16/2007  06:02 , 10.5°C
 05/16/2007  06:32 , 11.0°C
 05/16/2007  07:02 , 11.0°C
 05/16/2007  07:32 , 10.5°C
 05/16/2007  08:02 , 10.5°C
 05/16/2007  08:32 , 10.5°C
 05/16/2007  09:02 , 11.0°C
 05/16/2007  09:32 , 11.0°C
 05/16/2007  10:02 , 11.0°C
 05/16/2007  10:32 , 11.0°C
 05/16/2007  11:02 , 11.0°C
 05/16/2007  11:32 , 11.0°C
 05/16/2007  12:02 , 11.0°C
 05/16/2007  12:32 , 11.0°C
 05/16/2007  13:02 , 11.0°C
 05/16/2007  13:32 , 11.5°C
 05/16/2007  14:02 , 11.5°C
 05/16/2007  14:32 , 11.5°C
 05/16/2007  15:02 , 11.5°C
 05/16/2007  15:32 , 11.5°C
 05/16/2007  16:02 , 11.5°C
 05/16/2007  16:32 , 11.5°C
 05/16/2007  17:02 , 11.5°C
 05/16/2007  17:32 , 11.5°C
 05/16/2007  18:02 , 11.5°C
 05/16/2007  18:32 , 11.5°C
 05/16/2007  19:02 , 11.5°C
 05/16/2007  19:32 , 11.5°C
 05/16/2007  20:02 , 11.5°C
 05/16/2007  20:32 , 11.5°C
 05/16/2007  21:02 , 11.5°C
 05/16/2007  21:32 , 11.5°C
 05/16/2007  22:02 , 11.5°C
 05/16/2007  22:32 , 11.5°C
 05/16/2007  23:02 , 11.5°C
 05/16/2007  23:32 , 11.0°C
 05/17/2007  00:02 , 11.0°C
 05/17/2007  00:32 , 11.0°C
 05/17/2007  01:02 , 11.0°C
 05/17/2007  01:32 , 11.0°C
 05/17/2007  02:02 , 11.0°C
 05/17/2007  02:32 , 11.0°C
 05/17/2007  03:02 , 11.0°C
 05/17/2007  03:32 , 11.0°C
 05/17/2007  04:02 , 11.0°C
 05/17/2007  04:32 , 11.0°C
 05/17/2007  05:02 , 11.0°C
 05/17/2007  05:32 , 11.0°C
 05/17/2007  06:02 , 11.0°C
 05/17/2007  06:32 , 11.0°C
 05/17/2007  07:02 , 11.0°C
 05/17/2007  07:32 , 11.0°C
 05/17/2007  08:02 , 11.0°C
 05/17/2007  08:32 , 11.0°C
 05/17/2007  09:02 , 11.0°C
 05/17/2007  09:32 , 11.0°C
 05/17/2007  10:02 , 11.0°C
 05/17/2007  10:32 , 11.0°C
 05/17/2007  11:02 , 11.0°C
 05/17/2007  11:32 , 11.0°C
 05/17/2007  12:02 , 11.5°C
 05/17/2007  12:32 , 11.5°C
 05/17/2007  13:02 , 11.5°C
 05/17/2007  13:32 , 11.5°C
 05/17/2007  14:02 , 11.5°C
 05/17/2007  14:32 , 11.5°C
 05/17/2007  15:02 , 11.5°C
 05/17/2007  15:32 , 11.5°C
 05/17/2007  16:02 , 11.5°C
 05/17/2007  16:32 , 11.5°C
 05/17/2007  17:02 , 11.5°C
 05/17/2007  17:32 , 11.5°C
 05/17/2007  18:02 , 11.5°C
 05/17/2007  18:32 , 11.5°C
 05/17/2007  19:02 , 11.5°C
 05/17/2007  19:32 , 11.5°C
 05/17/2007  20:02 , 11.5°C
 05/17/2007  20:32 , 11.5°C
 05/17/2007  21:02 , 11.5°C
 05/17/2007  21:32 , 11.5°C
 05/17/2007  22:02 , 11.5°C
 05/17/2007  22:32 , 11.5°C
 05/17/2007  23:02 , 11.0°C
 05/17/2007  23:32 , 11.0°C
 05/18/2007  00:02 , 11.0°C
 05/18/2007  00:32 , 11.0°C
 05/18/2007  01:02 , 11.0°C
 05/18/2007  01:32 , 11.0°C
 05/18/2007  02:02 , 11.0°C
 05/18/2007  02:32 , 11.0°C
 05/18/2007  03:02 , 11.0°C
 05/18/2007  03:32 , 11.0°C
 05/18/2007  04:02 , 11.0°C
 05/18/2007  04:32 , 11.0°C
 05/18/2007  05:02 , 11.0°C
 05/18/2007  05:32 , 11.0°C
 05/18/2007  06:02 , 11.0°C
 05/18/2007  06:32 , 11.0°C
 05/18/2007  07:02 , 11.0°C
 05/18/2007  07:32 , 11.0°C
 05/18/2007  08:02 , 11.0°C
 05/18/2007  08:32 , 11.0°C
 05/18/2007  09:02 , 11.0°C
 05/18/2007  09:32 , 11.0°C
 05/18/2007  10:02 , 11.0°C
 05/18/2007  10:32 , 11.0°C
 05/18/2007  11:02 , 11.0°C
 05/18/2007  11:32 , 11.0°C
 05/18/2007  12:02 , 11.5°C
 05/18/2007  12:32 , 11.5°C
 05/18/2007  13:02 , 11.5°C
 05/18/2007  13:32 , 11.5°C
 05/18/2007  14:02 , 11.5°C
 05/18/2007  14:32 , 11.5°C
 05/18/2007  15:02 , 11.5°C
 05/18/2007  15:32 , 11.5°C
 05/18/2007  16:02 , 11.5°C
 05/18/2007  16:32 , 11.5°C
 05/18/2007  17:02 , 11.5°C
 05/18/2007  17:32 , 11.5°C
 05/18/2007  18:02 , 11.5°C
 05/18/2007  18:32 , 11.5°C
 05/18/2007  19:02 , 11.5°C
 05/18/2007  19:32 , 11.5°C
 05/18/2007  20:02 , 11.5°C
 05/18/2007  20:32 , 11.5°C
 05/18/2007  21:02 , 11.5°C
 05/18/2007  21:32 , 11.5°C
 05/18/2007  22:02 , 11.5°C
 05/18/2007  22:32 , 11.5°C
 05/18/2007  23:02 , 11.5°C
 05/18/2007  23:32 , 11.0°C
 05/19/2007  00:02 , 11.0°C
 05/19/2007  00:32 , 11.0°C
 05/19/2007  01:02 , 11.0°C
 05/19/2007  01:32 , 11.0°C
 05/19/2007  02:02 , 11.0°C
 05/19/2007  02:32 , 11.0°C
 05/19/2007  03:02 , 11.0°C
 05/19/2007  03:32 , 11.0°C
 05/19/2007  04:02 , 11.0°C
 05/19/2007  04:32 , 11.0°C
 05/19/2007  05:02 , 11.0°C
 05/19/2007  05:32 , 11.0°C
 05/19/2007  06:02 , 11.0°C
 05/19/2007  06:32 , 11.0°C
 05/19/2007  07:02 , 11.0°C
 05/19/2007  07:32 , 11.0°C
 05/19/2007  08:02 , 11.0°C
 05/19/2007  08:32 , 11.0°C
 05/19/2007  09:02 , 11.0°C
 05/19/2007  09:32 , 11.0°C
 05/19/2007  10:02 , 11.0°C
 05/19/2007  10:32 , 11.0°C
 05/19/2007  11:02 , 11.5°C
 05/19/2007  11:32 , 11.5°C
 05/19/2007  12:02 , 11.5°C
 05/19/2007  12:32 , 11.5°C
 05/19/2007  13:02 , 11.5°C
 05/19/2007  13:32 , 11.5°C
 05/19/2007  14:02 , 11.5°C
 05/19/2007  14:32 , 11.5°C
 05/19/2007  15:02 , 11.5°C
 05/19/2007  15:32 , 11.5°C
 05/19/2007  16:02 , 11.5°C
 05/19/2007  16:32 , 11.5°C
 05/19/2007  17:02 , 11.5°C
 05/19/2007  17:32 , 11.5°C
 05/19/2007  18:02 , 11.5°C
 05/19/2007  18:32 , 11.5°C
 05/19/2007  19:02 , 11.5°C
 05/19/2007  19:32 , 11.5°C
 05/19/2007  20:02 , 11.5°C
 05/19/2007  20:32 , 11.5°C
 05/19/2007  21:02 , 11.5°C
 05/19/2007  21:32 , 11.5°C
 05/19/2007  22:02 , 11.5°C
 05/19/2007  22:32 , 11.0°C
 05/19/2007  23:02 , 11.0°C
 05/19/2007  23:32 , 11.0°C
 05/20/2007  00:02 , 11.0°C
 05/20/2007  00:32 , 11.0°C
 05/20/2007  01:02 , 11.0°C
 05/20/2007  01:32 , 11.0°C
 05/20/2007  02:02 , 11.0°C
 05/20/2007  02:32 , 11.0°C
 05/20/2007  03:02 , 11.0°C
 05/20/2007  03:32 , 11.0°C
 05/20/2007  04:02 , 11.0°C
 05/20/2007  04:32 , 11.0°C
 05/20/2007  05:02 , 11.0°C
 05/20/2007  05:32 , 11.0°C
 05/20/2007  06:02 , 11.0°C
 05/20/2007  06:32 , 11.0°C
 05/20/2007  07:02 , 11.0°C
 05/20/2007  07:32 , 11.0°C
 05/20/2007  08:02 , 11.0°C
 05/20/2007  08:32 , 11.0°C
 05/20/2007  09:02 , 11.0°C
 05/20/2007  09:32 , 11.0°C
 05/20/2007  10:02 , 11.0°C
 05/20/2007  10:32 , 11.0°C
 05/20/2007  11:02 , 12.5°C
 05/20/2007  11:32 , 12.5°C
 05/20/2007  12:02 , 12.5°C
 05/20/2007  12:32 , 12.0°C
 05/20/2007  13:02 , 12.0°C
 05/20/2007  13:32 , 12.0°C
 05/20/2007  14:02 , 12.0°C
 05/20/2007  14:32 , 11.5°C
 05/20/2007  15:02 , 11.5°C
 05/20/2007  15:32 , 11.5°C
 05/20/2007  16:02 , 11.5°C
 05/20/2007  16:32 , 11.5°C
 05/20/2007  17:02 , 11.5°C
 05/20/2007  17:32 , 11.5°C
 05/20/2007  18:02 , 11.5°C
 05/20/2007  18:32 , 11.5°C
 05/20/2007  19:02 , 11.5°C
 05/20/2007  19:32 , 11.5°C
 05/20/2007  20:02 , 11.5°C
 05/20/2007  20:32 , 11.5°C
 05/20/2007  21:02 , 11.5°C
 05/20/2007  21:32 , 11.5°C
 05/20/2007  22:02 , 11.0°C
 05/20/2007  22:32 , 11.0°C
 05/20/2007  23:02 , 11.0°C
 05/20/2007  23:32 , 11.0°C
 05/21/2007  00:02 , 11.0°C
 05/21/2007  00:32 , 11.0°C
 05/21/2007  01:02 , 11.0°C
 05/21/2007  01:32 , 11.0°C
 05/21/2007  02:02 , 11.0°C
 05/21/2007  02:32 , 11.0°C
 05/21/2007  03:02 , 11.0°C
 05/21/2007  03:32 , 11.0°C
 05/21/2007  04:02 , 11.0°C
 05/21/2007  04:32 , 11.0°C
 05/21/2007  05:02 , 11.0°C
 05/21/2007  05:32 , 11.0°C
 05/21/2007  06:02 , 11.0°C
 05/21/2007  06:32 , 11.0°C
 05/21/2007  07:02 , 11.0°C
 05/21/2007  07:32 , 11.0°C
 05/21/2007  08:02 , 11.0°C
 05/21/2007  08:32 , 11.0°C
 05/21/2007  09:02 , 11.0°C
 05/21/2007  09:32 , 11.0°C
 05/21/2007  10:02 , 11.0°C
 05/21/2007  10:32 , 11.0°C
 05/21/2007  11:02 , 11.0°C
 05/21/2007  11:32 , 11.0°C
 05/21/2007  12:02 , 11.0°C
 05/21/2007  12:32 , 11.5°C
 05/21/2007  13:02 , 11.5°C
 05/21/2007  13:32 , 11.5°C
 05/21/2007  14:02 , 11.5°C
 05/21/2007  14:32 , 11.5°C
 05/21/2007  15:02 , 11.5°C
 05/21/2007  15:32 , 11.5°C
 05/21/2007  16:02 , 11.5°C
 05/21/2007  16:32 , 11.5°C
 05/21/2007  17:02 , 11.5°C
 05/21/2007  17:32 , 11.5°C
 05/21/2007  18:02 , 11.5°C
 05/21/2007  18:32 , 11.5°C
 05/21/2007  19:02 , 11.5°C
 05/21/2007  19:32 , 11.5°C
 05/21/2007  20:02 , 11.5°C
 05/21/2007  20:32 , 11.5°C
 05/21/2007  21:02 , 11.5°C
 05/21/2007  21:32 , 11.5°C
 05/21/2007  22:02 , 11.0°C
 05/21/2007  22:32 , 11.0°C
 05/21/2007  23:02 , 11.0°C
 05/21/2007  23:32 , 11.0°C
 05/22/2007  00:02 , 11.0°C
 05/22/2007  00:32 , 11.0°C
 05/22/2007  01:02 , 11.0°C
 05/22/2007  01:32 , 11.0°C
 05/22/2007  02:02 , 11.0°C
 05/22/2007  02:32 , 11.0°C
 05/22/2007  03:02 , 11.0°C
 05/22/2007  03:32 , 11.0°C
 05/22/2007  04:02 , 11.0°C
 05/22/2007  04:32 , 11.0°C
 05/22/2007  05:02 , 11.0°C
 05/22/2007  05:32 , 11.0°C
 05/22/2007  06:02 , 11.0°C
 05/22/2007  06:32 , 11.0°C
 05/22/2007  07:02 , 11.0°C
 05/22/2007  07:32 , 11.0°C
 05/22/2007  08:02 , 11.0°C
 05/22/2007  08:32 , 11.0°C
 05/22/2007  09:02 , 11.0°C
 05/22/2007  09:32 , 11.0°C
 05/22/2007  10:02 , 11.0°C
 05/22/2007  10:32 , 11.0°C
 05/22/2007  11:02 , 11.0°C
 05/22/2007  11:32 , 11.5°C
 05/22/2007  12:02 , 11.5°C
 05/22/2007  12:32 , 11.5°C
 05/22/2007  13:02 , 11.5°C
 05/22/2007  13:32 , 11.5°C
 05/22/2007  14:02 , 11.5°C
 05/22/2007  14:32 , 11.5°C
 05/22/2007  15:02 , 11.5°C
 05/22/2007  15:32 , 11.5°C
 05/22/2007  16:02 , 13.0°C
 05/22/2007  16:32 , 13.0°C
 05/22/2007  17:02 , 12.5°C
 05/22/2007  17:32 , 12.5°C
 05/22/2007  18:02 , 12.5°C
 05/22/2007  18:32 , 12.0°C
 05/22/2007  19:02 , 12.0°C
 05/22/2007  19:32 , 12.0°C
 05/22/2007  20:02 , 12.0°C
 05/22/2007  20:32 , 12.0°C
 05/22/2007  21:02 , 11.5°C
 05/22/2007  21:32 , 11.5°C
 05/22/2007  22:02 , 11.5°C
 05/22/2007  22:32 , 11.5°C
 05/22/2007  23:02 , 11.0°C
 05/22/2007  23:32 , 11.0°C
 05/23/2007  00:02 , 11.0°C
 05/23/2007  00:32 , 11.0°C
 05/23/2007  01:02 , 11.0°C
 05/23/2007  01:32 , 11.0°C
 05/23/2007  02:02 , 11.0°C
 05/23/2007  02:32 , 11.0°C
 05/23/2007  03:02 , 11.0°C
 05/23/2007  03:32 , 11.0°C
 05/23/2007  04:02 , 11.0°C
 05/23/2007  04:32 , 10.5°C
 05/23/2007  05:02 , 10.5°C
 05/23/2007  05:32 , 10.5°C
 05/23/2007  06:02 , 10.5°C
 05/23/2007  06:32 , 10.5°C
 05/23/2007  07:02 , 10.5°C
 05/23/2007  07:32 , 10.5°C
 05/23/2007  08:02 , 10.5°C
 05/23/2007  08:32 , 10.5°C
 05/23/2007  09:02 , 11.0°C
 05/23/2007  09:32 , 11.0°C
 05/23/2007  10:02 , 11.0°C
 05/23/2007  10:32 , 11.0°C
 05/23/2007  11:02 , 11.0°C
 05/23/2007  11:32 , 11.0°C
 05/23/2007  12:02 , 11.0°C
 05/23/2007  12:32 , 11.0°C
 05/23/2007  13:02 , 11.0°C
 05/23/2007  13:32 , 11.0°C
 05/23/2007  14:02 , 11.0°C
 05/23/2007  14:32 , 11.0°C
 05/23/2007  15:02 , 11.5°C
 05/23/2007  15:32 , 11.0°C
 05/23/2007  16:02 , 11.5°C
 05/23/2007  16:32 , 11.5°C
 05/23/2007  17:02 , 11.5°C
 05/23/2007  17:32 , 11.5°C
 05/23/2007  18:02 , 11.5°C
 05/23/2007  18:32 , 11.5°C
 05/23/2007  19:02 , 11.5°C
 05/23/2007  19:32 , 11.5°C
 05/23/2007  20:02 , 11.5°C
 05/23/2007  20:32 , 11.5°C
 05/23/2007  21:02 , 11.5°C
 05/23/2007  21:32 , 11.0°C
 05/23/2007  22:02 , 11.0°C
 05/23/2007  22:32 , 11.0°C
 05/23/2007  23:02 , 11.0°C
 05/23/2007  23:32 , 11.0°C
 05/24/2007  00:02 , 11.0°C
 05/24/2007  00:32 , 11.0°C
 05/24/2007  01:02 , 11.0°C
 05/24/2007  01:32 , 11.0°C
 05/24/2007  02:02 , 11.0°C
 05/24/2007  02:32 , 11.0°C
 05/24/2007  03:02 , 11.0°C
 05/24/2007  03:32 , 11.0°C
 05/24/2007  04:02 , 11.0°C
 05/24/2007  04:32 , 11.0°C
 05/24/2007  05:02 , 10.5°C
 05/24/2007  05:32 , 11.0°C
 05/24/2007  06:02 , 10.5°C
 05/24/2007  06:32 , 10.5°C
 05/24/2007  07:02 , 10.5°C
 05/24/2007  07:32 , 10.5°C
 05/24/2007  08:02 , 10.5°C
 05/24/2007  08:32 , 11.0°C
 05/24/2007  09:02 , 11.0°C
 05/24/2007  09:32 , 11.0°C
 05/24/2007  10:02 , 11.0°C
 05/24/2007  10:32 , 11.0°C
 05/24/2007  11:02 , 11.0°C
 05/24/2007  11:32 , 11.0°C
 05/24/2007  12:02 , 11.0°C
 05/24/2007  12:32 , 11.0°C
 05/24/2007  13:02 , 11.0°C
 05/24/2007  13:32 , 11.0°C
 05/24/2007  14:02 , 11.0°C
 05/24/2007  14:32 , 11.5°C
 05/24/2007  15:02 , 11.5°C
 05/24/2007  15:32 , 11.5°C
 05/24/2007  16:02 , 11.5°C
 05/24/2007  16:32 , 11.5°C
 05/24/2007  17:02 , 11.5°C
 05/24/2007  17:32 , 11.5°C
 05/24/2007  18:02 , 11.5°C
 05/24/2007  18:32 , 11.5°C
 05/24/2007  19:02 , 11.5°C
 05/24/2007  19:32 , 11.5°C
 05/24/2007  20:02 , 11.5°C
 05/24/2007  20:32 , 11.5°C
 05/24/2007  21:02 , 11.5°C
 05/24/2007  21:32 , 11.0°C
 05/24/2007  22:02 , 11.0°C
 05/24/2007  22:32 , 11.0°C
 05/24/2007  23:02 , 11.0°C
 05/24/2007  23:32 , 11.0°C
 05/25/2007  00:02 , 11.0°C
 05/25/2007  00:32 , 11.0°C
 05/25/2007  01:02 , 11.0°C
 05/25/2007  01:32 , 11.0°C
 05/25/2007  02:02 , 11.0°C
