Predators.SpeciesName,PredSize,PreySize,IndexSpecies.SpeciesName,Site,FocusSite
Haustrum scobina,12,4,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,7,2,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,14,3,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,11,4,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,6,2,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,12,2,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,12,2,Austrolittorina cincta,Rakautara,TRUE
Haustrum scobina,4,1,Austrolittorina cincta,TaurangaHead,TRUE
Haustrum scobina,11,1,Austrolittorina cincta,TaurangaHead,TRUE
Haustrum scobina,10,2,Austrolittorina cincta,TaurangaHead,TRUE
Haustrum scobina,16,4,Balanus sp,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Calantica spinosa,PaiaPoint,TRUE
Haustrum scobina,17,14,Calantica spinosa,PaiaPoint,TRUE
Haustrum scobina,15,19,Calantica spinosa,PaiaPoint,TRUE
Haustrum scobina,13,5,Calantica spinosa,PaiaPoint,TRUE
Haustrum scobina,15,15,Calantica spinosa,PaiaPoint,TRUE
Haustrum scobina,14,31,Calantica villosa,Rakautara,TRUE
Haustrum scobina,15,5,Cellana denticulata,Rakautara,TRUE
Haustrum scobina,16,3,Chamaesipho brunnea,CapeFoulwind,TRUE
Haustrum scobina,11,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,8,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,8,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,8,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,7,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,7,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,0.5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,8,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,8,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,17,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,18,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,6,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,4,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,15,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,16,5,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho brunnea,PaiaPoint,TRUE
Haustrum scobina,14,6,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,6,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,7,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,10,4,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,14,2,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,14,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,3,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,13,2,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,14,3,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,2,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,15,4,Chamaesipho brunnea,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho brunnea,Rakautara,TRUE
