Predators.SpeciesName,PredSize,PreySize,IndexSpecies.SpeciesName,Site,FocusSite
Haustrum haustorium,21,3,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,28,17,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,34,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,25,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,34,14,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,34,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,37,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,39,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,21,6,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,39,11,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,26,9,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,38,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,26,9,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,28,11,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,27,14,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,35,14,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,29,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,27,17,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,28,10,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,37,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,31,9,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,20,8,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,22,8,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,23,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,29,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,36,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,25,11,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,27,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,30,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,31,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,26,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,26,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,30,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,28,16,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,39,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,32,14,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,39,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,31,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,29,13,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,29,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,30,10,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,28,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,40,12,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,34,15,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,30,14,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,30,10,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,31,16,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,29,10,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,29,9,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,34,14,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,33,11,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,32,10,Haustrum scobina,TaurangaHead,TRUE
Haustrum haustorium,8,2,Lasaea rubra hinemoa,PaiaPoint,TRUE
Haustrum haustorium,12,2,Lasaea rubra hinemoa,PaiaPoint,TRUE
Haustrum haustorium,8,1,Lasaea rubra hinemoa,PaiaPoint,TRUE
Haustrum haustorium,32,3,Margarella sp,CapeFoulwind,TRUE
Haustrum haustorium,27,3,Margarella sp,CapeFoulwind,TRUE
Haustrum haustorium,28,3,Margarella sp,JacksonHead,TRUE
Haustrum haustorium,29,3,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,21,2,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,22,4,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,20,2,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,28,4,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,28,3,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,20,2,Margarella sp,TaurangaHead,TRUE
Haustrum haustorium,18,8,Montfortula chathamensis,PaiaPoint,TRUE
Haustrum haustorium,28,11,Mytilus galloprovincialis,CapeFoulwind,TRUE
Haustrum haustorium,16,9,Mytilus galloprovincialis,PaiaPoint,TRUE
Haustrum haustorium,13,10,Mytilus galloprovincialis,PaiaPoint,TRUE
Haustrum haustorium,17,21,Mytilus galloprovincialis,PaiaPoint,TRUE
Haustrum haustorium,18,10,Mytilus galloprovincialis,TaurangaHead,TRUE
Haustrum haustorium,22,2,Notoacmea 2spokes,TaurangaHead,TRUE
Haustrum haustorium,15,4,Notoacmea Black,CapeFoulwind,TRUE
Haustrum haustorium,20,3,Notoacmea Black,TaurangaHead,TRUE
Haustrum haustorium,21,3,Notoacmea Black,TaurangaHead,TRUE
Haustrum haustorium,23,4,Notoacmea Black,TaurangaHead,TRUE
Haustrum haustorium,20,5,Notoacmea daedala,JacksonHead,TRUE
Haustrum haustorium,21,4,Notoacmea daedala,OkahuPoint,TRUE
Haustrum haustorium,29,7,Notoacmea daedala,Rakautara,TRUE
Haustrum haustorium,16,4,Notoacmea Net,TaurangaHead,TRUE
Haustrum haustorium,16,7,Notoacmea Radialspokes,PaiaPoint,TRUE
Haustrum haustorium,17,5,Notoacmea Radialspokes,PaiaPoint,TRUE
Haustrum haustorium,17,4,Notoacmea Radialspokes,PaiaPoint,TRUE
Haustrum haustorium,27,5,Notoacmea Radialspokes,Rakautara,TRUE
Haustrum haustorium,22,5,Notoacmea Radialspokes,Rakautara,TRUE
Haustrum haustorium,23,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,20,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,25,4,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,20,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,17,4,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,25,4,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,29,5,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,22,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,29,6,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,27,5,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,19,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,17,2,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,21,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,24,4,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,18,2,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,21,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,27,6,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,22,3,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,21,4,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,20,2,Notoacmea Radialspokes,TaurangaHead,TRUE
Haustrum haustorium,22,7,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,28,7,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,19,5,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,28,8,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,17,5,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,31,18,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,29,12,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,30,7,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,35,8,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,31,7,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,36,10,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,23,11,Onithochiton neglectus neglectus,PaiaPoint,TRUE
Haustrum haustorium,42,18,Onithochiton neglectus neglectus,Rakautara,TRUE
Haustrum haustorium,33,10,Onithochiton neglectus neglectus,Rakautara,TRUE
Haustrum haustorium,26,16,Onithochiton neglectus neglectus,Rakautara,TRUE
Haustrum haustorium,32,8,Onithochiton neglectus neglectus,Rakautara,TRUE
Haustrum haustorium,30,9,Onithochiton neglectus neglectus,Rakautara,TRUE
Haustrum haustorium,47,16,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,32,16,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,44,16,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,43,17,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,47,16,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,32,23,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,47,20,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,49,17,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,49,19,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,38,11,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,32,13,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,34,14,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,32,15,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,28,13,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,42,15,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,30,11,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,32,7,Paratrophon patens,CapeFoulwind,TRUE
Haustrum haustorium,28,15,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,32,13,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,27,13,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,27,8,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,30,11,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,29,14,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,36,12,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,24,11,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,25,8,Paratrophon patens,TaurangaHead,TRUE
Haustrum haustorium,43,10,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,27,7,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,40,10,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,30,8,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,30,10,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,26,6,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,32,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,33,8,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,37,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,32,9,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,30,9,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,36,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,33,6,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,36,12,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,33,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,29,7,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,37,10,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,32,7,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,26,12,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,35,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,23,7,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,36,12,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,38,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,28,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,31,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,37,13,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,29,9,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,31,9,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,21,7,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,32,11,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,32,10,Patelloida corticata,CapeFoulwind,TRUE
Haustrum haustorium,27,5,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,38,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,20,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,31,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,21,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,32,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,15,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,24,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,28,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,15,5,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,31,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,23,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,23,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,23,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,17,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,35,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,23,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,33,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,35,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,40,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,35,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,32,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,34,14,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,28,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,35,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,17,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,32,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,28,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,31,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,34,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,32,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,4,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,41,12,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,28,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,33,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,33,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,21,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,28,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,32,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,16,5,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,24,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,13,5,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,29,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,38,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,6,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,26,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,23,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,31,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,20,4,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,35,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,9,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,27,7,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,30,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,33,11,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,25,10,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,32,8,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,21,4,Patelloida corticata,JacksonHead,TRUE
Haustrum haustorium,22,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,44,14,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,36,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,30,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,26,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,16,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,30,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,23,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,41,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,13,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,16,6,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,30,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,26,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,45,6,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,23,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,27,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,36,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,23,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,17,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,13,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,25,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,34,4,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,21,5,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,36,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,26,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,19,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,34,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,27,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,40,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,41,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,35,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,35,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,30,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,27,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,6,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,38,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,37,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,26,5,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,22,7,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,39,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,21,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,30,13,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,14,4,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,22,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,37,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,4,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,27,13,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,36,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,6,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,12,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,31,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,27,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,32,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,38,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,6,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,40,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,24,5,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,30,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,33,11,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,28,9,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,34,10,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,8,Patelloida corticata,OkahuPoint,TRUE
Haustrum haustorium,29,11,Patelloida corticata,OkahuPoint,TRUE
