Site,SpeciesName,PredSize
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,31
TaurangaHead,Haustrum haustorium,42
TaurangaHead,Haustrum haustorium,40
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,37
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,36
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,37
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,40
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,13
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,11
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,31
TaurangaHead,Haustrum haustorium,38
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,41
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,12
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,37
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,37
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,38
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,38
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,12
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,13
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,38
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,31
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,13
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
CapeFoulwind,Haustrum haustorium,20
CapeFoulwind,Haustrum haustorium,28
CapeFoulwind,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,43
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,40
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,44
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,34
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,37
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,14
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,13
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,51
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,33
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,29
TaurangaHead,Haustrum haustorium,31
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,51
TaurangaHead,Haustrum haustorium,32
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,13
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,15
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,12
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,37
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,34
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,16
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,17
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,18
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,28
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,35
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,19
TaurangaHead,Haustrum haustorium,20
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,40
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,22
TaurangaHead,Haustrum haustorium,25
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,40
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,39
TaurangaHead,Haustrum haustorium,30
TaurangaHead,Haustrum haustorium,26
TaurangaHead,Haustrum haustorium,27
TaurangaHead,Haustrum haustorium,40
TaurangaHead,Haustrum haustorium,23
TaurangaHead,Haustrum haustorium,24
TaurangaHead,Haustrum haustorium,21
TaurangaHead,Haustrum haustorium,38
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,27
PaiaPoint,Haustrum haustorium,30
PaiaPoint,Haustrum haustorium,52
PaiaPoint,Haustrum haustorium,39
PaiaPoint,Haustrum haustorium,38
PaiaPoint,Haustrum haustorium,36
PaiaPoint,Haustrum haustorium,39
PaiaPoint,Haustrum haustorium,37
PaiaPoint,Haustrum haustorium,31
PaiaPoint,Haustrum haustorium,18
PaiaPoint,Haustrum haustorium,26
PaiaPoint,Haustrum haustorium,30
PaiaPoint,Haustrum haustorium,33
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,28
PaiaPoint,Haustrum haustorium,22
PaiaPoint,Haustrum haustorium,31
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,26
PaiaPoint,Haustrum haustorium,19
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,50
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,38
PaiaPoint,Haustrum haustorium,35
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,43
PaiaPoint,Haustrum haustorium,21
PaiaPoint,Haustrum haustorium,33
PaiaPoint,Haustrum haustorium,35
PaiaPoint,Haustrum haustorium,47
PaiaPoint,Haustrum haustorium,24
PaiaPoint,Haustrum haustorium,32
PaiaPoint,Haustrum haustorium,12
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,34
PaiaPoint,Haustrum haustorium,50
PaiaPoint,Haustrum haustorium,9
PaiaPoint,Haustrum haustorium,22
PaiaPoint,Haustrum haustorium,20
PaiaPoint,Haustrum haustorium,30
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,45
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,11
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,24
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,29
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,17
PaiaPoint,Haustrum haustorium,16
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,20
PaiaPoint,Haustrum haustorium,48
PaiaPoint,Haustrum haustorium,20
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,20
PaiaPoint,Haustrum haustorium,19
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,32
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,46
PaiaPoint,Haustrum haustorium,6
PaiaPoint,Haustrum haustorium,11
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,18
PaiaPoint,Haustrum haustorium,34
PaiaPoint,Haustrum haustorium,36
PaiaPoint,Haustrum haustorium,51
PaiaPoint,Haustrum haustorium,7
PaiaPoint,Haustrum haustorium,8
PaiaPoint,Haustrum haustorium,7
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,40
PaiaPoint,Haustrum haustorium,34
PaiaPoint,Haustrum haustorium,16
PaiaPoint,Haustrum haustorium,18
PaiaPoint,Haustrum haustorium,17
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,34
PaiaPoint,Haustrum haustorium,9
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,8
PaiaPoint,Haustrum haustorium,27
PaiaPoint,Haustrum haustorium,30
PaiaPoint,Haustrum haustorium,25
PaiaPoint,Haustrum haustorium,9
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum haustorium,12
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,17
PaiaPoint,Haustrum haustorium,12
PaiaPoint,Haustrum haustorium,11
PaiaPoint,Haustrum haustorium,11
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,14
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,17
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,24
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,11
PaiaPoint,Haustrum haustorium,25
PaiaPoint,Haustrum haustorium,16
PaiaPoint,Haustrum haustorium,33
PaiaPoint,Haustrum haustorium,28
PaiaPoint,Haustrum haustorium,34
PaiaPoint,Haustrum haustorium,28
PaiaPoint,Haustrum haustorium,27
PaiaPoint,Haustrum haustorium,20
PaiaPoint,Haustrum haustorium,16
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,11
PaiaPoint,Haustrum haustorium,10
PaiaPoint,Haustrum haustorium,13
PaiaPoint,Haustrum haustorium,15
PaiaPoint,Haustrum haustorium,16
PaiaPoint,Haustrum haustorium,26
PaiaPoint,Haustrum haustorium,25
PaiaPoint,Haustrum haustorium,20
PaiaPoint,Haustrum haustorium,21
PaiaPoint,Haustrum haustorium,24
PaiaPoint,Haustrum haustorium,23
PaiaPoint,Haustrum scobina,12
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,8
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,10
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,17
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,17
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,12
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,10
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,10
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,9
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,12
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,18
PaiaPoint,Haustrum scobina,7
PaiaPoint,Haustrum scobina,7
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,9
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,17
PaiaPoint,Haustrum scobina,17
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,17
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,17
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,14
PaiaPoint,Haustrum scobina,9
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,18
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,9
PaiaPoint,Haustrum scobina,12
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,13
PaiaPoint,Haustrum scobina,11
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,12
PaiaPoint,Haustrum scobina,16
PaiaPoint,Haustrum scobina,10
PaiaPoint,Haustrum scobina,15
PaiaPoint,Haustrum scobina,15
