CensusID,Site,TimeStart,TimeEnd,Expr1,SpeciesName
605,Rakautara,10:21,10:53,32,Haustrum scobina
737,JacksonHead,18:35,19:07,32,Haustrum scobina
594,CapeFoulwind,15:22,15:53,31,Haustrum scobina
695,PaiaPoint,23:26,23:57,31,Haustrum haustorium
744,JacksonHead,17:36,18:07,31,Haustrum haustorium
726,JacksonHead,18:54,19:25,31,Haustrum scobina
809,Rakautara,11:55,12:26,31,Haustrum haustorium
486,PaiaPoint,7:14,7:45,31,Haustrum scobina
525,Rakautara,16:29,17:00,31,Haustrum scobina
709,TaurangaHead,18:39,19:10,31,Haustrum scobina
762,OkahuPoint,21:57,22:28,31,Haustrum haustorium
699,CapeFoulwind,16:42,17:13,31,Haustrum scobina
646,Rakautara,12:44,13:15,31,Haustrum scobina
586,CapeFoulwind,15:42,16:13,31,Haustrum scobina
581,CapeFoulwind,16:29,17:00,31,Haustrum scobina
441,TaurangaHead,19:50,20:21,31,Haustrum scobina
429,PaiaPoint,12:01,12:32,31,Haustrum scobina
639,PaiaPoint,11:01,11:32,31,Haustrum haustorium
426,PaiaPoint,8:31,9:02,31,Haustrum scobina
411,PaiaPoint,10:27,10:58,31,Haustrum scobina
667,OkahuPoint,11:09,11:40,31,Haustrum scobina
767,CapeFoulwind,8:05,8:36,31,Haustrum haustorium
707,TaurangaHead,10:32,11:03,31,Haustrum scobina
584,CapeFoulwind,14:42,15:13,31,Haustrum scobina
394,Rakautara,13:19,13:50,31,Haustrum scobina
826,PaiaPoint,17:49,18:20,31,Haustrum haustorium
710,TaurangaHead,19:16,19:47,31,Haustrum scobina
783,CapeFoulwind,12:33,13:04,31,Haustrum scobina
544,OkahuPoint,20:22,20:52,30,Haustrum haustorium
585,CapeFoulwind,15:15,15:45,30,Haustrum scobina
417,Rakautara,21:51,22:21,30,Haustrum haustorium
734,JacksonHead,7:57,8:27,30,Haustrum scobina
413,PaiaPoint,11:03,11:33,30,Haustrum scobina
622,PaiaPoint,20:15,20:45,30,Haustrum haustorium
600,TaurangaHead,7:41,8:11,30,Paratrophon patens
417,Rakautara,21:51,22:21,30,Haustrum lacunosus
417,Rakautara,21:51,22:21,30,Cominella maculosa
564,OkahuPoint,22:29,22:59,30,Haustrum scobina
626,Rakautara,7:40,8:10,30,Haustrum haustorium
600,TaurangaHead,7:41,8:11,30,Haustrum haustorium
367,CapeFoulwind,17:11,17:41,30,Haustrum scobina
557,JacksonHead,10:12,10:42,30,Haustrum scobina
417,Rakautara,21:51,22:21,30,Buccinulum sp
406,Rakautara,9:02,9:32,30,Haustrum haustorium
618,Rakautara,8:05,8:35,30,Haustrum haustorium
406,Rakautara,9:02,9:32,30,Buccinulum sp
749,OkahuPoint,9:01,9:31,30,Haustrum haustorium
618,Rakautara,8:05,8:35,30,Haustrum lacunosus
685,Rakautara,19:57,20:27,30,Haustrum scobina
819,PaiaPoint,16:56,17:26,30,Haustrum scobina
381,Rakautara,16:55,17:25,30,Haustrum haustorium
831,CapeFoulwind,17:45,18:15,30,Haustrum haustorium
381,Rakautara,16:55,17:25,30,Dicathais orbita
471,CapeFoulwind,9:10,9:39,29,Paratrophon patens
650,JacksonHead,18:00,18:29,29,Haustrum scobina
471,CapeFoulwind,9:10,9:39,29,Buccinulum sp
471,CapeFoulwind,9:10,9:39,29,Haustrum haustorium
337,CapeFoulwind,9:28,9:57,29,Haustrum scobina
778,Rakautara,20:14,20:43,29,Haustrum haustorium
459,TaurangaHead,18:08,18:37,29,Haustrum scobina
686,Rakautara,20:27,20:56,29,Haustrum scobina
821,Rakautara,15:49,16:18,29,Haustrum haustorium
492,PaiaPoint,9:55,10:24,29,Haustrum scobina
497,Rakautara,19:51,20:20,29,Haustrum scobina
463,TaurangaHead,19:52,20:21,29,Haustrum scobina
641,PaiaPoint,12:09,12:38,29,Haustrum scobina
558,JacksonHead,10:42,11:11,29,Haustrum scobina
474,CapeFoulwind,10:51,11:20,29,Haustrum scobina
673,OkahuPoint,9:13,9:42,29,Haustrum haustorium
629,Rakautara,10:20,10:49,29,Haustrum scobina
673,OkahuPoint,9:13,9:42,29,Dicathais orbita
519,Rakautara,14:53,15:22,29,Haustrum haustorium
755,JacksonHead,21:32,22:01,29,Haustrum scobina
596,CapeFoulwind,19:16,19:45,29,Paratrophon patens
596,CapeFoulwind,19:16,19:45,29,Haustrum haustorium
588,CapeFoulwind,17:20,17:48,28,Haustrum scobina
565,JacksonHead,7:39,8:07,28,Haustrum haustorium
736,OkahuPoint,16:47,17:15,28,Haustrum scobina
591,TaurangaHead,16:34,17:02,28,Haustrum scobina
512,PaiaPoint,12:04,12:32,28,Haustrum scobina
454,CapeFoulwind,21:59,22:27,28,Haustrum haustorium
454,CapeFoulwind,21:59,22:27,28,Paratrophon patens
758,JacksonHead,8:37,9:05,28,Haustrum scobina
476,CapeFoulwind,11:39,12:07,28,Haustrum scobina
768,CapeFoulwind,8:37,9:05,28,Haustrum haustorium
675,OkahuPoint,10:56,11:24,28,Haustrum scobina
732,OkahuPoint,19:00,19:27,27,Haustrum haustorium
499,Rakautara,21:15,21:42,27,Haustrum haustorium
832,CapeFoulwind,18:15,18:42,27,Haustrum haustorium
551,JacksonHead,21:10,21:37,27,Haustrum haustorium
823,Rakautara,17:30,17:57,27,Haustrum scobina
542,OkahuPoint,18:48,19:15,27,Haustrum haustorium
820,Rakautara,15:10,15:37,27,Haustrum haustorium
396,PaiaPoint,12:55,13:22,27,Haustrum scobina
349,PaiaPoint,8:35,9:02,27,Haustrum haustorium
702,CapeFoulwind,18:38,19:05,27,Haustrum haustorium
702,CapeFoulwind,18:38,19:05,27,Cominella maculosa
702,CapeFoulwind,18:38,19:05,27,Paratrophon patens
511,PaiaPoint,13:16,13:43,27,Haustrum scobina
805,OkahuPoint,13:54,14:21,27,Haustrum scobina
573,OkahuPoint,21:45,22:11,26,Buccinulum sp
385,PaiaPoint,17:28,17:54,26,Buccinulum sp
385,PaiaPoint,17:28,17:54,26,Haustrum haustorium
537,OkahuPoint,18:52,19:18,26,Haustrum haustorium
573,OkahuPoint,21:45,22:11,26,Haustrum haustorium
453,CapeFoulwind,16:44,17:10,26,Haustrum scobina
419,Rakautara,7:44,8:10,26,Buccinulum sp
631,Rakautara,9:51,10:17,26,Haustrum haustorium
682,Rakautara,9:52,10:18,26,Haustrum scobina
419,Rakautara,7:44,8:10,26,Haustrum scobina
631,Rakautara,9:51,10:17,26,Haustrum lacunosus
419,Rakautara,7:44,8:10,26,Haustrum haustorium
786,CapeFoulwind,14:39,15:05,26,Haustrum haustorium
579,CapeFoulwind,15:40,16:06,26,Haustrum haustorium
543,OkahuPoint,19:16,19:42,26,Haustrum haustorium
579,CapeFoulwind,15:40,16:06,26,Paratrophon patens
616,PaiaPoint,16:30,16:55,25,Haustrum scobina
720,PaiaPoint,18:48,19:13,25,Haustrum scobina
375,CapeFoulwind,19:41,20:06,25,Paratrophon patens
716,Rakautara,15:43,16:08,25,Haustrum scobina
375,CapeFoulwind,19:41,20:06,25,Buccinulum sp
375,CapeFoulwind,19:41,20:06,25,Haustrum haustorium
342,TaurangaHead,8:51,9:16,25,Haustrum haustorium
606,Rakautara,10:51,11:16,25,Haustrum scobina
554,OkahuPoint,19:19,19:44,25,Haustrum haustorium
193,CapeFoulwind,16:35,16:59,24,Cominella maculosa
829,Rakautara,18:06,18:30,24,Haustrum haustorium
193,CapeFoulwind,16:35,16:59,24,Haustrum haustorium
310,TaurangaHead,6:52,7:16,24,Paratrophon patens
303,TaurangaHead,7:37,8:01,24,Haustrum haustorium
642,Rakautara,10:19,10:43,24,Haustrum scobina
680,Rakautara,9:03,9:27,24,Haustrum haustorium
698,CapeFoulwind,10:28,10:52,24,Haustrum scobina
310,TaurangaHead,6:52,7:16,24,Haustrum haustorium
660,JacksonHead,19:12,19:36,24,Haustrum haustorium
660,JacksonHead,19:12,19:36,24,Hemigrapsus sexdentatus
830,CapeFoulwind,17:15,17:38,23,Haustrum scobina
607,Rakautara,11:18,11:41,23,Haustrum scobina
307,TaurangaHead,5:05,5:28,23,Haustrum haustorium
769,CapeFoulwind,9:05,9:28,23,Haustrum haustorium
302,TaurangaHead,18:27,18:50,23,Haustrum haustorium
496,PaiaPoint,20:53,21:16,23,Haustrum haustorium
306,TaurangaHead,19:31,19:53,22,Cominella maculosa
306,TaurangaHead,19:31,19:53,22,Haustrum haustorium
322,PaiaPoint,10:21,10:43,22,Haustrum scobina
640,PaiaPoint,11:43,12:05,22,Haustrum haustorium
681,Rakautara,9:27,9:48,21,Haustrum haustorium
562,JacksonHead,20:40,21:01,21,Haustrum scobina
833,CapeFoulwind,18:56,19:16,20,Haustrum haustorium
787,CapeFoulwind,15:07,15:27,20,Haustrum haustorium
443,TaurangaHead,8:26,8:46,20,Haustrum scobina
834,CapeFoulwind,19:17,19:37,20,Haustrum haustorium
500,Rakautara,21:43,22:03,20,Haustrum haustorium
390,Rakautara,9:58,10:17,19,Haustrum scobina
597,CapeFoulwind,19:46,20:04,18,Haustrum haustorium
309,TaurangaHead,6:28,6:46,18,Haustrum haustorium
683,Rakautara,10:22,10:40,18,Haustrum scobina
645,Rakautara,12:21,12:38,17,Haustrum scobina
689,Rakautara,23:03,23:20,17,Haustrum haustorium
689,Rakautara,23:03,23:20,17,Dicathais orbita
689,Rakautara,23:03,23:20,17,Haustrum lacunosus
510,PaiaPoint,12:56,13:12,16,Haustrum haustorium
770,CapeFoulwind,9:29,9:45,16,Haustrum haustorium
475,CapeFoulwind,11:21,11:37,16,Haustrum scobina
198,TaurangaHead,5:04,5:20,16,Haustrum haustorium
198,TaurangaHead,5:04,5:20,16,Haustrum scobina
198,TaurangaHead,5:04,5:20,16,Cominella maculosa
717,Rakautara,16:09,16:25,16,Haustrum scobina
323,PaiaPoint,10:45,11:01,16,Haustrum scobina
601,TaurangaHead,8:12,8:27,15,Haustrum haustorium
601,TaurangaHead,8:12,8:27,15,Paratrophon patens
504,Rakautara,11:09,11:21,12,Haustrum scobina
484,PaiaPoint,20:43,20:54,11,Haustrum haustorium
472,CapeFoulwind,9:40,9:50,10,Haustrum haustorium
501,Rakautara,22:04,22:13,9,Haustrum haustorium
534,OkahuPoint,18:35,18:44,9,Haustrum scobina
580,CapeFoulwind,16:07,16:15,8,Haustrum haustorium
580,CapeFoulwind,16:07,16:15,8,Paratrophon patens
559,JacksonHead,18:59,19:05,6,Haustrum scobina
